t,id,id_ind,dep_share,price,DFF,log_numbranch,log_numemp_numbran,exponpremises_at,salaries_at,DFF_IV
1,71,2,.0000258,3.791861,4.9654247,2.639057,-2.187982,.7541242,2.646105,0
1,72,2,.0000447,4.041668,4.9654247,2.079442,-1.542948,.5410028,2.0462,0
1,73,2,.0001098,2.267374,4.9654247,2.772589,-1.606318,.4097614,1.706601,0
1,74,2,.0000796,3.453677,4.9654247,2.995732,-1.900459,.4760686,1.843367,0
1,75,2,.0002504,2.311544,4.9654247,4.077538,-2.133057,.3291394,1.241687,0
1,76,2,.0000373,3.775176,4.9654247,2.564949,-2.27977,.5350248,2.245915,0
1,77,2,.0000606,2.902329,4.9654247,2.564949,-1.689481,.4081683,1.710294,0
1,78,2,.0026447,3.3072,4.9654247,5.752573,-1.424606,.4115154,1.565126,0
1,79,2,.0000719,2.985162,4.9654247,2.397895,-1.704748,.4376641,1.739587,0
1,80,2,.0001633,4.293639,4.9654247,3.367296,-1.421386,.5008199,1.826668,0
1,81,2,.0001761,3.109665,4.9654247,3.433987,-1.756891,.4721706,1.990782,0
1,82,2,.0000295,3.111649,4.9654247,2.302585,-2.292635,.5918221,1.997262,0
1,83,2,.0001597,4.433583,4.9654247,4.007333,-2.062853,.7980613,2.599209,0
1,84,2,.0000481,2.275974,4.9654247,2.890372,-2.414138,.5080622,2.130849,0
1,85,2,.0000865,2.77662,4.9654247,3.465736,-2.472484,.5486016,1.823736,0
1,86,2,.0000274,5.196857,4.9654247,3.526361,-1.468398,.7980613,2.646105,0
1,87,2,.0000571,3.76911,4.9654247,3.713572,-2.501631,.6076819,2.425264,0
1,88,2,.0002652,1.720511,4.9654247,3.044523,-1.823693,.3811605,1.0832,0
1,89,2,.0000574,3.824202,4.9654247,3.135494,-2.581609,.7473693,2.179611,0
1,90,2,.0001102,2.541793,4.9654247,2.890372,-1.912046,.3206916,1.420954,0
1,91,2,.0003751,1.287222,4.9654247,3.178054,-.6146442,.3206053,1.860799,0
1,92,2,.0010795,2.437574,4.9654247,3.583519,-1.207683,.483635,1.470746,0
1,93,2,.0001326,2.535254,4.9654247,3.367296,-2.120264,.2794166,1.330364,0
1,94,2,.0000378,1.747508,4.9654247,2.639057,-2.649108,.6012508,1.86653,0
1,95,2,.0000803,3.047677,4.9654247,2.944439,-1.925592,.4477075,1.849478,0
1,96,2,.0003035,2.77557,4.9654247,4.276666,-1.981106,.4105689,1.3916,0
1,97,2,.0000518,2.550826,4.9654247,2.564949,-2.022625,.4682811,1.645037,0
1,98,2,.0001194,2.944442,4.9654247,3.178054,-2.13425,.3353713,1.060596,0
1,99,2,.0000963,2.229221,4.9654247,2.833213,-1.589059,.5497142,2.229511,0
1,100,2,.0007087,3.254918,4.9654247,4.859812,-2.176055,.591497,1.726164,0
1,101,2,.0000735,2.734637,4.9654247,3.258096,-2.63752,.4921587,1.230397,0
1,102,2,.0000843,3.939221,4.9654247,2.944439,-1.872855,.4054348,2.090585,0
1,103,2,.0000423,2.226858,4.9654247,2.397895,-2.207275,.54034,1.853613,0
1,104,2,.000296,2.142431,4.9654247,3.806663,-1.843755,.4381992,1.579956,0
1,105,2,.0000583,2.865608,4.9654247,2.772589,-2.152012,.4086977,1.412368,0
1,106,2,.0002435,1.897944,4.9654247,3.367296,-1.944188,.3156965,1.060596,0
1,107,2,.000131,2.611728,4.9654247,2.944439,-1.680312,.3823603,1.626766,0
1,108,2,.00013,3.29549,4.9654247,2.995732,-1.89712,.6064724,1.773903,0
1,109,2,.0000458,3.71799,4.9654247,2.833213,-2.125178,.6296009,1.890786,0
1,110,2,.0000773,2.534574,4.9654247,2.833213,-2.000304,.6907233,1.891571,0
1,111,2,.0003379,3.250877,4.9654247,4.672829,-2.19629,.4516147,2.077932,0
1,112,2,.0000622,2.675912,4.9654247,2.564949,-2.101215,.3187319,1.505758,0
1,113,2,.0001058,3.726132,4.9654247,3.583519,-2.5362,.5490994,1.481641,0
1,114,2,.0000581,3.503643,4.9654247,2.564949,-1.960633,.5209605,2.156408,0
1,115,2,.0010308,2.818356,4.9654247,5.209486,-2.086241,.4217308,1.542935,0
1,116,2,.0000258,4.011982,4.9654247,2.397895,-2.330237,.4013887,1.619011,0
1,117,2,.0003775,1.862844,4.9654247,3.7612,-1.359675,.2706988,1.060596,0
1,118,2,.0000593,2.970567,4.9654247,2.70805,-2.05053,.4138881,1.502672,0
1,119,2,.0000947,3.012173,4.9654247,3.555348,-2.199513,.5923689,2.224267,0
1,120,2,.0000618,3.016485,4.9654247,2.944439,-2.160537,.7980613,1.572666,0
1,121,2,.000071,3.632909,4.9654247,3.044523,-2.04389,.4534107,1.802753,0
1,122,2,.0000727,2.340213,4.9654247,2.302585,-1.72037,.2700982,1.2025,0
1,123,2,.0000478,2.993458,4.9654247,2.564949,-1.823012,.7980613,2.513963,0
1,124,2,.0000316,3.385473,4.9654247,2.197225,-1.974081,.3694158,1.77095,0
1,125,2,.0001053,2.838082,4.9654247,2.639057,-1.567474,.5459728,2.103136,0
1,126,2,.0002346,2.723943,4.9654247,3.931826,-2.254729,.42289,1.180666,0
1,127,2,.0001972,3.028258,4.9654247,3.218876,-1.983404,.5889764,1.66985,0
1,128,2,.0000661,3.011256,4.9654247,2.564949,-1.837401,.5414547,1.790462,0
1,129,2,.0000595,3.33653,4.9654247,2.772589,-2.059639,.2700982,1.198645,0
1,130,2,.0008745,2.286755,4.9654247,4.143135,-1.582811,.2720469,1.060596,0
1,131,2,.0003923,3.747938,4.9654247,4.85203,-2.323905,.4424949,1.458496,0
1,132,2,.0007712,2.925926,4.9654247,4.804021,-1.864859,.3398153,1.227721,0
1,133,2,.0006711,2.934413,4.9654247,4.025352,-1.258404,.3892451,2.241548,0
1,134,2,.0000418,3.778223,4.9654247,2.772589,-2.212973,.6606489,2.067167,0
1,135,2,.0045076,2.745954,4.9654247,2.890372,.7006192,.3837522,1.857742,0
1,136,2,.005294,4.003508,4.9654247,5.828946,-1.193149,.4381591,2.04566,0
1,137,2,.000045,2.976518,4.9654247,2.564949,-1.999636,.4272076,1.874058,0
1,138,2,.0000706,2.864501,4.9654247,2.70805,-1.783791,.2894388,1.48511,0
1,139,2,.0000435,2.916495,4.9654247,2.484907,-1.948413,.570273,2.183806,0
1,140,2,.0000655,2.872813,4.9654247,2.772589,-2.157403,.655764,2.069789,0
1,141,2,.0000429,2.71398,4.9654247,2.397895,-2.068592,.3501692,1.506244,0
1,142,2,.0002049,2.784693,4.9654247,4.127134,-2.352182,.3277827,1.623416,0
1,143,2,.0000303,3.381866,4.9654247,2.639057,-2.361426,.3647791,1.910282,0
1,144,2,.0001069,3.052665,4.9654247,2.772589,-1.409051,.5557036,1.938488,0
1,145,2,.0000776,2.803231,4.9654247,2.944439,-2.073146,.5738904,1.618014,0
1,146,2,.0000711,2.523959,4.9654247,2.890372,-2.03171,.4439035,1.680522,0
1,147,2,.0006456,2.935515,4.9654247,5.129899,-2.204052,.4160472,1.396778,0
1,148,2,.0000865,2.668363,4.9654247,2.995732,-2.013654,.3156648,1.569114,0
1,149,2,.0000715,3.968115,4.9654247,3.135494,-2.013817,.7980613,2.337281,0
1,150,2,.0000543,3.304213,4.9654247,2.564949,-2.028456,.3881709,1.637369,0
1,151,2,.0001399,3.509356,4.9654247,3.178054,-2.353878,.2941525,1.060596,0
1,152,2,.0010344,2.958024,4.9654247,5.099866,-1.8854,.3713904,1.113316,0
1,153,2,.0000583,4.046653,4.9654247,2.564949,-1.794841,.5789786,1.060596,0
1,154,2,.0122856,3.909513,4.9654247,7.242083,-1.486245,.4599442,1.552105,0
1,155,2,.0000848,3.095403,4.9654247,3.637586,-2.525729,.6165883,2.135592,0
1,156,2,.0000561,3.458308,4.9654247,2.995732,-2.175952,.4596341,2.304088,0
1,157,2,.0000856,2.204934,4.9654247,2.890372,-1.946466,.3613226,1.940802,0
1,158,2,.0001389,2.59591,4.9654247,3.044523,-2.202955,.5564137,1.264233,0
1,159,2,.0002647,3.003462,4.9654247,3.871201,-1.714798,.7962329,2.006964,0
1,160,2,.0000927,2.882124,4.9654247,3.178054,-2.159206,.6419279,1.741099,0
1,161,2,.0001111,2.48384,4.9654247,2.833213,-1.889307,.2989812,1.060596,0
1,162,2,.0000802,4.232219,4.9654247,3.583519,-2.371578,.5743546,1.876844,0
1,163,2,.0001501,1.32306,4.9654247,3.218876,-1.686319,.2700982,1.060596,0
1,164,2,.0000557,3.968258,4.9654247,2.772589,-1.975082,.281826,1.872275,0
1,165,2,.0000283,3.762035,4.9654247,2.564949,-2.460589,.5255913,1.694811,0
1,166,2,.0001428,3.382802,4.9654247,3.688879,-2.459239,.2988317,1.149189,0
1,167,2,.0000971,2.510092,4.9654247,3.367296,-2.407946,.6969123,1.330839,0
1,168,2,.0000805,4.42403,4.9654247,2.564949,-2.034321,.5709967,1.500289,0
1,169,2,.0001746,2.783737,4.9654247,3.526361,-1.966113,.3253801,1.596355,0
1,170,2,.0001359,2.647818,4.9654247,3.433987,-2.03527,.3643978,1.670429,0
1,171,2,.0000844,3.666288,4.9654247,2.833213,-1.410105,.6527577,2.646105,0
1,172,2,.0010609,.8782854,4.9654247,2.639057,-.9638317,.2700982,1.060596,0
1,173,2,.0000543,3.067628,4.9654247,2.944439,-1.866029,.4893683,2.326838,0
1,174,2,.0104821,2.978953,4.9654247,6.030685,-.342829,.667918,2.646105,0
1,175,2,.0000669,3.297238,4.9654247,2.197225,-1.464857,.6132387,2.646105,0
1,176,2,.0002113,3.263607,4.9654247,3.526361,-1.922941,.5126598,2.123877,0
1,177,2,.001191,4.542754,4.9654247,6.139884,-1.837442,.7980613,2.512676,0
1,178,2,.0001249,2.113784,4.9654247,2.833213,-1.594839,.4349599,1.881071,0
1,179,2,.0001978,1.904383,4.9654247,2.833213,-1.814366,.4280112,1.347723,0
1,180,2,.0000364,3.187383,4.9654247,2.197225,-1.958208,.6162753,1.769954,0
1,181,2,.0009849,2.504629,4.9654247,3.78419,-.726422,.4702245,1.916909,0
1,182,2,.0000305,2.225915,4.9654247,2.197225,-2.227684,.3283404,1.06144,0
1,183,2,.0000602,3.404925,4.9654247,2.70805,-1.816052,.2700982,1.290045,0
1,184,2,.0012598,2.843247,4.9654247,5.003946,-1.718908,.2700982,1.501681,0
1,185,2,.0000443,2.934968,4.9654247,3.178054,-2.510225,.7980613,1.797155,0
1,186,2,.000039,2.771371,4.9654247,2.397895,-2.311718,.2940171,1.168358,0
1,187,2,.0001063,2.105581,4.9654247,3.295837,-2.083896,.3696623,1.768481,0
1,188,2,.0074382,2.759723,4.9654247,6.863803,-1.625236,.3704781,1.543192,0
1,189,2,.0001096,2.764781,4.9654247,3.135494,-1.857342,.4308333,1.824964,0
1,190,2,.0000298,3.934013,4.9654247,2.639057,-2.766891,.7980613,2.066545,0
1,191,2,.0003048,2.290076,4.9654247,3.806663,-1.805182,.3025593,1.433234,0
1,192,2,.0000964,2.960648,4.9654247,1.386294,-1.246532,.3247597,1.060596,0
1,193,2,.0000719,2.790094,4.9654247,2.890372,-2.057463,.3902618,1.57265,0
1,194,2,.0000703,3.17535,4.9654247,2.639057,-1.814882,.3418551,1.455109,0
1,195,2,.0000692,3.768537,4.9654247,2.833213,-1.96192,.4296365,2.160769,0
1,196,2,.0000569,2.350924,4.9654247,2.484907,-2.040221,.4054636,1.654016,0
1,197,2,.0000431,3.011662,4.9654247,2.397895,-2.097791,.440974,1.510626,0
1,198,2,.0000707,2.834105,4.9654247,2.484907,-2.033831,.2700982,1.181899,0
1,199,2,.0000216,5.04735,4.9654247,3.218876,-2.326878,.539571,2.646105,0
1,200,2,.0001026,3.228081,4.9654247,2.772589,-1.557676,.3927274,1.606745,0
1,201,2,.0000569,2.975272,4.9654247,2.890372,-2.182336,.4967898,2.172274,0
1,202,2,.0000941,2.693029,4.9654247,2.890372,-2.232852,.2700982,1.060596,0
1,203,2,.000112,3.211722,4.9654247,3.258096,-1.182412,.7919077,2.24168,0
1,204,2,.0007048,2.184307,4.9654247,4.644391,-1.711598,.3978359,1.377223,0
1,205,2,.0000492,3.668624,4.9654247,2.564949,-1.866815,.4502595,1.755023,0
1,206,2,.0008933,3.757334,4.9654247,5.356586,-1.583366,.6316919,2.646105,0
1,207,2,.0001387,1.754401,4.9654247,2.944439,-2.081549,.2998216,1.060596,0
1,208,2,.0000469,3.86956,4.9654247,2.833213,-1.836265,.7980613,2.646105,0
1,209,2,.0002098,3.060578,4.9654247,3.496508,-1.525208,.585628,1.512425,0
1,210,2,.0001338,3.247931,4.9654247,3.178054,-1.703291,.5291201,1.996593,0
1,211,2,.0000632,2.284881,4.9654247,2.639057,-2.220347,.5110248,1.377779,0
1,212,2,.0000346,3.485315,4.9654247,2.833213,-2.570849,.3868429,1.272854,0
1,213,2,.0000696,3.378244,4.9654247,2.564949,-2.028456,.2700982,1.323441,0
1,214,2,.0000725,2.641505,4.9654247,2.890372,-2.010745,.5384172,1.567425,0
1,215,2,.000038,2.969757,4.9654247,2.70805,-2.407946,.4063566,1.624073,0
1,216,2,.0000385,3.210187,4.9654247,2.484907,-2.113343,.5006098,1.824155,0
1,217,2,.0000554,3.071549,4.9654247,2.944439,-2.146932,.5128813,1.780697,0
1,218,2,.0000451,2.22385,4.9654247,2.197225,-1.811962,.4253389,1.664837,0
1,219,2,.0045319,4.777015,4.9654247,5.860786,-1.444358,.2700982,1.060596,0
1,220,2,.0000387,3.53745,4.9654247,2.564949,-2.040221,.4917577,2.230549,0
1,221,2,.0008574,3.156976,4.9654247,4.343805,-1.003775,.2700982,1.467592,0
1,222,2,.0000552,2.877759,4.9654247,2.397895,-1.609438,.5929479,1.999081,0
1,223,2,.0000452,1.067551,4.9654247,2.772589,-2.889122,.2814249,1.060596,0
1,224,2,.0000645,3.151447,4.9654247,2.772589,-2.089492,.501868,1.933456,0
1,225,2,.0008213,3.549332,4.9654247,5.062595,-1.781308,.3837717,1.915836,0
1,226,2,.0003404,1.963972,4.9654247,4.060443,-1.865443,.5008265,1.729232,0
1,227,2,.000215,3.113389,4.9654247,2.70805,-.94675,.3587829,1.734674,0
1,228,2,.0001798,3.049399,4.9654247,3.7612,-2.288728,.4160807,1.21454,0
1,229,2,.0000314,3.60096,4.9654247,2.70805,-2.400565,.7257763,2.601407,0
1,230,2,.0000516,3.517535,4.9654247,2.772589,-2.407946,.3838402,1.45755,0
1,231,2,.000099,3.413756,4.9654247,3.091043,-1.934161,.4883395,1.579709,0
1,232,2,.0001551,3.78369,4.9654247,3.332205,-1.80181,.3109552,1.586191,0
1,233,2,.0000447,3.116367,4.9654247,2.397895,-1.953209,.393891,1.492149,0
1,234,2,.0044852,3.131795,4.9654247,5.855072,-1.189089,.7980613,1.516845,0
1,235,2,.000135,2.764578,4.9654247,3.218876,-1.795767,.2956015,1.194614,0
1,236,2,.0002614,2.703532,4.9654247,3.555348,-2.230929,.2932058,1.060596,0
1,237,2,.0000773,2.741664,4.9654247,2.639057,-1.645806,.3504841,1.49669,0
1,238,2,.0000349,3.633049,4.9654247,2.484907,-2.269795,.3577898,1.668094,0
1,239,2,.0000567,3.42199,4.9654247,2.639057,-1.931022,.4053393,1.679537,0
1,240,2,.000075,3.621507,4.9654247,2.70805,-1.803832,.4006319,1.843041,0
1,241,2,.0002045,2.627966,4.9654247,3.637586,-2.008346,.3958993,1.314918,0
1,242,2,.0000689,2.685142,4.9654247,2.639057,-1.916351,.5854827,1.796066,0
1,243,2,.0000258,3.437725,4.9654247,2.639057,-2.65926,.4259629,2.014237,0
1,244,2,.0001566,3.005712,4.9654247,3.091043,-1.903199,.4130543,1.315,0
1,245,2,.0005286,3.290806,4.9654247,5.075174,-2.375156,.4545169,1.27723,0
1,246,2,.0000896,1.865673,4.9654247,3.258096,-2.082523,.4339193,1.426972,0
1,247,2,.0002118,2.165988,4.9654247,2.890372,-1.696449,.2735592,1.391464,0
1,248,2,.0001001,4.019156,4.9654247,2.639057,-1.8506,.7427116,1.616678,0
1,249,2,.0000989,1.888798,4.9654247,2.833213,-1.800029,.4674369,1.583538,0
1,250,2,.0003337,2.632738,4.9654247,2.944439,.7006192,.7980613,2.646105,0
1,251,2,.000078,3.646491,4.9654247,2.484907,-1.548813,.2869288,1.706209,0
1,252,2,.0002063,1.930155,4.9654247,2.484907,-1.08619,.4768022,1.361798,0
1,253,2,.0001135,3.257109,4.9654247,3.295837,-2.200563,.4683833,2.646105,0
1,254,2,.0000761,2.925727,4.9654247,2.944439,-2.004432,.4179403,1.499747,0
1,255,2,.0001498,1.579645,4.9654247,3.332205,-2.639057,.2700982,1.060596,0
1,256,2,.00005,3.076195,4.9654247,2.484907,-2.380547,.2959062,1.505617,0
1,257,2,.0000641,2.521504,4.9654247,3.295837,-2.248518,.6270804,2.134228,0
1,258,2,.000052,3.018349,4.9654247,2.995732,-2.624169,.3960165,1.223791,0
1,259,2,.0003233,1.991516,4.9654247,2.639057,-1.208746,.341013,1.174529,0
1,260,2,.0002463,4.596591,4.9654247,5.411646,-2.159722,.7980613,2.646105,0
1,261,2,.0129304,2.137404,4.9654247,6.077642,-1.261158,.2700982,1.060596,0
1,262,2,.0001988,2.726014,4.9654247,3.401197,-1.892685,.3230256,1.224878,0
1,263,2,.0000755,2.801422,4.9654247,2.772589,-2.099644,.3281215,1.110457,0
1,264,2,.0002439,2.284504,4.9654247,3.555348,-1.493561,.3372928,2.234677,0
1,265,2,.0000966,2.395917,4.9654247,3.178054,-2.141317,.393141,1.700716,0
1,266,2,.0000204,3.339394,4.9654247,2.397895,-2.349105,.7980613,2.626647,0
1,267,2,.000069,3.58845,4.9654247,3.091043,-2.154949,.2700982,1.189204,0
1,269,2,.0000946,3.377322,4.9654247,2.70805,-1.729724,.3418443,1.656066,0
1,270,2,.0001435,2.560312,4.9654247,3.496508,-2.107716,.3515523,1.878633,0
1,271,2,.0001807,4.000505,4.9654247,3.044523,-1.709521,.3241473,1.483686,0
1,272,2,.0004992,4.525225,4.9654247,5.036952,-2.081001,.636936,1.835516,0
1,273,2,.0000846,2.705367,4.9654247,2.833213,-2.407946,.3645004,1.060596,0
1,274,2,.0000584,2.238619,4.9654247,2.564949,-1.939011,.3372673,1.194735,0
1,275,2,.0000971,2.103163,4.9654247,2.639057,-1.931022,.2700982,1.071046,0
1,276,2,.0000682,2.742076,4.9654247,2.484907,-1.651998,.3791842,2.178574,0
1,277,2,.0030674,2.693423,4.9654247,5.590987,-1.44405,.2700982,1.060596,0
1,278,2,.0001555,3.004197,4.9654247,3.555348,-1.641371,.6262748,2.646105,0
1,279,2,.0375556,3.241442,4.9654247,8.070906,-.9231974,.5678747,2.275714,0
1,280,2,.000093,2.70855,4.9654247,2.833213,-1.96192,.5415189,1.978698,0
1,281,2,.0052779,1.884196,4.9654247,4.962845,-1.056236,.2700982,1.060596,0
1,282,2,.0000169,3.425895,4.9654247,2.302585,-2.733368,.2700982,1.728222,0
1,283,2,.000091,3.03699,4.9654247,3.178054,-2.089492,.6131201,2.385365,0
1,284,2,.0004104,3.71938,4.9654247,4.276666,-2.107612,.3953246,1.402613,0
1,285,2,.0000315,3.454043,4.9654247,2.484907,-2.302585,.4428781,1.320853,0
1,286,2,.0001239,3.446216,4.9654247,2.833213,-1.42957,.6471344,1.866165,0
1,287,2,.0001314,3.249126,4.9654247,3.73767,-2.505109,.2700982,1.704942,0
1,288,2,.0000246,4.942369,4.9654247,2.639057,-2.295468,.7980613,2.644192,0
1,289,2,.0000372,3.119398,4.9654247,2.70805,-2.282783,.6109341,2.203172,0
1,290,2,.0003633,3.418938,4.9654247,3.931826,-1.402105,.4285571,2.038299,0
1,291,2,.0001067,2.825148,4.9654247,3.135494,-2.030237,.4462754,1.610662,0
1,292,2,.0000441,3.956239,4.9654247,3.178054,-2.470018,.5823263,1.83146,0
1,293,2,.0000527,3.550052,4.9654247,2.484907,-1.791759,.6480359,2.433559,0
1,294,2,.000038,3.236651,4.9654247,2.639057,-2.302585,.5678828,2.004333,0
1,295,2,.000045,1.759063,4.9654247,2.484907,-1.747743,.5181631,1.994964,0
1,296,2,.0000919,4.410253,4.9654247,2.484907,-1.576648,.2700982,1.09816,0
1,297,2,.0000412,4.128364,4.9654247,2.639057,-1.986732,.7980613,2.646105,0
1,298,2,.0001204,2.722156,4.9654247,3.044523,-2.022072,.3475289,1.497777,0
1,299,2,.0000992,1.795247,4.9654247,3.044523,-2.562096,.2911685,1.060596,0
1,300,2,.0000613,4.573444,4.9654247,3.178054,-2.367124,.5759391,1.77167,0
1,301,2,.0000227,3.355237,4.9654247,2.397895,-2.005853,.780632,2.63428,0
1,302,2,.0001808,4.466685,4.9654247,3.555348,-1.813129,.4749442,1.944762,0
1,303,2,.0001217,3.801954,4.9654247,3.526361,-1.885424,.5089945,2.090639,0
1,304,2,.000403,3.265747,4.9654247,4.317488,-2.21947,.272397,1.060596,0
1,305,2,.0001077,2.289046,4.9654247,2.564949,-1.933678,.6654077,1.544493,0
1,306,2,.0802526,2.027955,4.9654247,5.587249,.7006192,.5034699,1.756837,0
1,307,2,.0001878,3.731925,4.9654247,2.772589,-1.364044,.3425092,1.632754,0
1,308,2,.0000573,2.984485,4.9654247,2.397895,-1.761318,.4924605,1.683541,0
1,309,2,.0915668,3.98772,4.9654247,8.662332,-1.257943,.338211,1.2391,0
