rssdid,year,FEDFUNDS,netloanchargeoffs_loans,netloanchargeoffs_loans_L1y,nonintexp_assets,nonintinc_assets,assets_share
12311,1994,5.1666667,.3696297,,.0329322,.0129208,.0029926
12311,1995,5.72,.5852976,.3696297,.0314597,.0141581,.0033551
12311,1996,5.28,.6932534,.5852976,.0263113,.0116414,.0031631
12311,1997,5.5066667,.6535572,.6932534,.0284094,.0136183,.0053288
12311,1998,4.86,.5670131,.6535572,.0439381,.0142023,.0051935
12311,1999,5.3066667,.3154353,.5670131,.0422685,.0306495,.0050543
12311,2000,6.4733333,.4924992,.3154353,.0300468,.0158554,.0046205
12311,2001,2.1333333,1.014527,.4924992,.0378146,.0194448,.0044181
12311,2002,1.4433333,.9891922,1.014527,.1074742,.1124227,.0039389
12311,2003,.99666667,1.043122,.9891922,.0447892,.0314722,.0040488
12311,2004,1.95,.3305985,1.043122,.0331121,.0204123,.0038811
12311,2005,3.98,.2854869,.3305985,.027948,.0178549,.0036471
12311,2006,5.2466667,.3491737,.2854869,.0287844,.0156543,.0035351
12311,2007,4.4966667,3.959787,.3491737,.0305031,.010487,.0049589
12311,2008,.50666667,1.81796,3.959787,.0240379,.011699,.004421
12311,2009,.12,4.694998,1.81796,.0210057,.0148686,.0043709
12311,2010,.18666667,1.767977,4.694998,.0282492,.0156024,.0044775
12311,2011,.07333333,.8968081,1.767977,.0285242,.0131076,.0041584
12311,2012,.16,.6970789,.8968081,.0285571,.0169759,.0038692
12311,2013,.08666667,.4278795,.6970789,.0261579,.0131317,.004023
12311,2014,.1,.1915196,.4278795,.0260197,.0111579,.0042477
12311,2015,.16,.1787715,.1915196,.0249745,.0122959,.0044361
12311,2016,.45,.2609239,.1787715,.0255025,.0119396,.0059294
12311,2017,1.2033333,.2321674,.2609239,.0224372,.011641,.0059711
14409,1999,5.3066667,.0032305,,.0310812,.0066276,.0016121
14409,2000,6.4733333,.8873906,.0032305,.0289824,.0106993,.002624
14409,2001,2.1333333,.5377444,.8873906,.0277581,.0121435,.0028467
14409,2002,1.4433333,.4616817,.5377444,.0241125,.0096942,.0032794
14409,2003,.99666667,.3082638,.4616817,.0223661,.0097771,.003787
14409,2004,1.95,.2825894,.3082638,.0197437,.0096926,.0037779
14409,2005,3.98,.4580718,.2825894,.0212551,.010612,.0038819
14409,2006,5.2466667,.3902597,.4580718,.0197348,.0101688,.0035717
30810,1994,5.1666667,1.911229,,.1345185,.1183376,.0021626
30810,1995,5.72,2.974387,1.911229,.1345185,.1183376,.0023571
30810,1996,5.28,3.585066,2.974387,.1177875,.1183376,.0027232
30810,1997,5.5066667,4.649131,3.585066,.0901546,.1056553,.0033732
30810,1998,4.86,5.31319,4.649131,.1345185,.1183376,.0029783
30810,1999,5.3066667,2.995683,5.31319,.0975664,.103806,.0039684
30810,2000,6.4733333,3.501271,2.995683,.10368,.1104743,.004012
30810,2001,2.1333333,5.325303,3.501271,.0224537,.0667361,.0035267
30810,2002,1.4433333,5.331557,5.325303,.0853198,.1183376,.0034577
30810,2003,.99666667,5.626087,5.331557,.1025644,.1183376,.0025578
30810,2004,1.95,4.444681,5.626087,.0963439,.1183376,.0026631
30810,2005,3.98,5.626087,4.444681,.0942708,.0870502,.0026623
30810,2006,5.2466667,3.327105,5.626087,.1021554,.1126294,.002548
30810,2007,4.4966667,2.897447,3.327105,.1295229,.1131676,.0028141
30810,2008,.50666667,4.500648,2.897447,.0590947,.1183376,.0029929
30810,2009,.12,5.135609,4.500648,.0320824,.0346767,.0056309
30810,2010,.18666667,5.626087,5.135609,.0382153,.0232305,.0052362
30810,2011,.07333333,2.674685,5.626087,.0350345,.0209209,.0052017
30810,2012,.16,2.012898,2.674685,.046104,.0158043,.0049675
30810,2013,.08666667,1.849567,2.012898,.0352999,.0153986,.0052847
30810,2014,.1,2.024198,1.849567,.0362603,.0045156,.0052468
30810,2015,.16,1.9813,2.024198,.0381766,.0112604,.0053667
30810,2016,.45,2.248513,1.9813,.0342595,.0101658,.0054286
30810,2017,1.2033333,2.787369,2.248513,.0374486,.010074,.0056656
31415,1994,5.1666667,.2324201,,.0155309,.009464,.0081002
31415,1995,5.72,.697908,.2324201,.0136991,.0074381,.0080432
31415,1996,5.28,.0694272,.697908,.0151535,.0089948,.0103097
31415,1997,5.5066667,.0226776,.0694272,.0169678,.0092578,.0100679
31415,1998,4.86,-.1332026,.0226776,.0178001,.0087295,.0085843
35301,1994,5.1666667,.2837011,,.0477252,.0447012,.0054035
35301,1995,5.72,.0950633,.2837011,.0465974,.0432306,.0059447
35301,1996,5.28,.0743447,.0950633,.0467014,.0419066,.0068924
35301,1997,5.5066667,.077952,.0743447,.0506917,.0480825,.0075051
35301,1998,4.86,.156483,.077952,.0523781,.0489571,.0079791
35301,1999,5.3066667,.8798358,.156483,.0437237,.0614215,.0098812
35301,2000,6.4733333,0,.8798358,.0386045,.0375924,.0105061
35301,2001,2.1333333,-.0012038,0,.0430166,.0406834,.010161
35301,2002,1.4433333,-.0061441,-.0012038,.0335784,.0579627,.0114462
35301,2003,.99666667,0,-.0061441,.0398965,.0600814,.0107675
35301,2004,1.95,0,0,.0428588,.0417681,.0109121
35301,2005,3.98,0,0,.0459069,.0499444,.0098889
35301,2006,5.2466667,0,0,.0476354,.0509813,.00975
35301,2007,4.4966667,0,0,.0635765,.0550152,.0122831
35301,2008,.50666667,0,0,.0523501,.0448427,.0141267
35301,2009,.12,.3431185,0,.0388035,.0470651,.0131475
35301,2010,.18666667,.0057599,.3431185,.0424862,.0414718,.0130389
35301,2011,.07333333,-.0035183,.0057599,.0309172,.0283416,.0162926
35301,2012,.16,-.0817741,-.0035183,.0309102,.0282018,.0151197
35301,2013,.08666667,0,-.0817741,.0286925,.0281894,.0162163
35301,2014,.1,0,0,.0288801,.0274918,.0173336
35301,2015,.16,.0766732,0,.0295533,.0302027,.0150771
35301,2016,.45,.0018977,.0766732,.0339294,.0314773,.0142466
35301,2017,1.2033333,.008092,.0018977,.0336601,.0349118,.0134868
42541,1994,5.1666667,1.605516,,.1226635,.0452657,.0031273
42541,1995,5.72,.5231765,1.605516,.034698,.0202281,.0031024
42541,1996,5.28,.457587,.5231765,.0360989,.0271254,.0028593
42541,1997,5.5066667,.5913312,.457587,.0328539,.0221959,.0030626
42541,1998,4.86,.9762173,.5913312,.0857837,.0523275,.0036634
42541,1999,5.3066667,.2758607,.9762173,.0308771,.016293,.0032246
42541,2000,6.4733333,.2748024,.2758607,.0343635,.0186369,.002742
42541,2001,2.1333333,.5261555,.2748024,.0249666,.0149074,.002957
42541,2002,1.4433333,.3330553,.5261555,.0328286,.024891,.0028616
42541,2003,.99666667,.8472813,.3330553,.0346772,.0253923,.0027223
42541,2004,1.95,.5634462,.8472813,.032535,.0228716,.0027462
42541,2005,3.98,.2570463,.5634462,.0256923,.0185881,.0028471
43173,2007,4.4966667,.1924766,,.015743,.0025063,.0010798
43173,2008,.50666667,2.01322,.1924766,.0184362,.0047263,.0011118
43379,1994,5.1666667,.0420693,,.037675,.0115168,.0019011
43379,1995,5.72,.1333985,.0420693,.0392087,.0160102,.0017957
43379,1996,5.28,.1976471,.1333985,.0357921,.014887,.0017713
43557,1994,5.1666667,-.0161428,,.0480125,.0218593,.004952
43557,1995,5.72,.1008788,-.0161428,.040077,.0230357,.0046497
43557,1996,5.28,-.0899183,.1008788,.0379746,.0190718,.004988
43557,1997,5.5066667,.4340904,-.0899183,.0384037,.0181243,.0047786
43557,1998,4.86,.5388266,.4340904,.0418839,.0229767,.0045245
43557,1999,5.3066667,.6795426,.5388266,.0433589,.0253638,.0044701
44602,2007,4.4966667,-.0020778,,.0532143,.0580303,.0010136
47920,1994,5.1666667,.4297822,,.0433995,.0212556,.002922
47920,1995,5.72,.6782716,.4297822,.0403226,.021783,.0031535
47920,1996,5.28,1.232094,.6782716,.055366,.0194709,.0040104
47920,1997,5.5066667,.5787972,1.232094,.0302367,.0178313,.0048446
47920,1998,4.86,.3451341,.5787972,.0350825,.0153091,.0051032
47920,1999,5.3066667,.3936057,.3451341,.0411043,.0276782,.0047979
49362,2000,6.4733333,.1912434,,.0415734,.0128122,.0017582
49362,2001,2.1333333,.5801354,.1912434,.04577,.0185532,.001723
49362,2002,1.4433333,.4626383,.5801354,.0393907,.0196496,.0017087
49362,2003,.99666667,.3554053,.4626383,.0361357,.0184471,.0017172
60143,1994,5.1666667,.183217,,.0313382,.0262636,.0067621
60143,1995,5.72,.543673,.183217,.0292746,.0130627,.0066044
60143,1996,5.28,.3596517,.543673,.0379954,.0141745,.0059398
60143,1997,5.5066667,.4253935,.3596517,.0273169,.015295,.0057989
60143,1998,4.86,.2051891,.4253935,.0302658,.0206043,.0054276
60143,1999,5.3066667,.3763152,.2051891,.0358442,.0265628,.0054906
60143,2000,6.4733333,.2062086,.3763152,.032397,.0280249,.0054765
60143,2001,2.1333333,.5281837,.2062086,.0315533,.0251153,.0057876
60143,2002,1.4433333,.6681829,.5281837,.0346546,.0246862,.0056991
60143,2003,.99666667,.7567502,.6681829,.0290431,.0175275,.0070526
60143,2004,1.95,.3405244,.7567502,.0286663,.0166988,.0062955
60143,2005,3.98,.2048403,.3405244,.0367661,.0218921,.0060283
60143,2006,5.2466667,.1849922,.2048403,.0317017,.0185717,.0059276
60143,2007,4.4966667,.4959728,.1849922,.0296678,.015002,.0057325
60143,2008,.50666667,1.051897,.4959728,.0262449,.011786,.005577
60143,2009,.12,2.121322,1.051897,.0262617,.0130063,.0050578
60143,2010,.18666667,1.118041,2.121322,.0325716,.0161788,.0045102
60143,2011,.07333333,.5573196,1.118041,.0287345,.0127379,.0046792
60143,2012,.16,.323081,.5573196,.026046,.0127891,.0045121
60143,2013,.08666667,.1124779,.323081,.029143,.0127607,.004423
60143,2014,.1,.0118524,.1124779,.0243264,.0135019,.0044532
60143,2015,.16,.4117528,.0118524,.0267484,.0156323,.0044976
60143,2016,.45,.2898528,.4117528,.0246322,.0154432,.0043489
60143,2017,1.2033333,.1312597,.2898528,.0264905,.016515,.0041093
63069,2001,2.1333333,.2987412,,.0313005,.0133442,.0015684
63069,2002,1.4433333,.60769,.2987412,.0293289,.0117836,.0017015
63069,2003,.99666667,.0113159,.60769,.026907,.0118444,.0017156
63069,2004,1.95,.0015069,.0113159,.027622,.0104173,.0016953
63069,2005,3.98,-.0904852,.0015069,.0284073,.0108278,.00162
63069,2006,5.2466667,.1135833,-.0904852,.0354712,.0196619,.0014848
63069,2007,4.4966667,.1328272,.1135833,.0312649,.0138022,.0014217
63069,2008,.50666667,.7933347,.1328272,.0307335,.0138312,.0013281
63069,2009,.12,1.678695,.7933347,.0253717,.0155824,.0017744
63069,2010,.18666667,.5748047,1.678695,.0347882,.0161948,.0017585
63069,2011,.07333333,.1601306,.5748047,.030612,.0108546,.0017885
63069,2012,.16,-.0511064,.1601306,.0275335,.0105999,.0019538
63069,2013,.08666667,-.3290594,-.0511064,.0280334,.0090041,.0019926
63069,2014,.1,-.0833838,-.3290594,.0262676,.0089949,.0020762
63069,2015,.16,.1735523,-.0833838,.0342139,.009907,.0022354
63069,2016,.45,.2091195,.1735523,.0248294,.0098558,.0027469
63069,2017,1.2033333,.1267166,.2091195,.0257728,.0105666,.0027507
66855,1994,5.1666667,.2108307,,.0470143,.0310456,.0036423
66855,1995,5.72,.2368502,.2108307,.0404753,.0324336,.003809
66855,1996,5.28,.4172821,.2368502,.0371249,.0262138,.003745
66855,1997,5.5066667,.6825731,.4172821,.0344642,.0239463,.0135468
66855,1998,4.86,.7549962,.6825731,.0322238,.0220107,.0128806
66855,1999,5.3066667,.8711899,.7549962,.0304418,.0216235,.0132481
66855,2000,6.4733333,.9684788,.8711899,.0315666,.0252329,.0133306
67311,1999,5.3066667,.366313,,.0244739,.0183178,.0017771
67311,2000,6.4733333,.4063151,.366313,.0273258,.0160205,.0016568
67311,2001,2.1333333,.8029605,.4063151,.0455485,.0158733,.0015774
67311,2002,1.4433333,1.408644,.8029605,.0290634,.0182537,.001532
67311,2003,.99666667,1.571421,1.408644,.0386548,.0176977,.0013988
67311,2010,.18666667,.971333,,.0334208,.0137347,.0011841
67311,2013,.08666667,.4652873,,.0296046,.0112301,.0016188
67311,2014,.1,.2301184,.4652873,.0260801,.0110807,.0015989
67311,2015,.16,.3344642,.2301184,.0245825,.0106686,.0015973
75633,1994,5.1666667,.4970618,,.0365033,.0222646,.0029866
75633,1995,5.72,.5892088,.4970618,.0343283,.0223258,.0028535
75633,1996,5.28,.7130542,.5892088,.033321,.0197379,.003132
75633,1997,5.5066667,.8787108,.7130542,.0346643,.0200757,.0031772
75633,1998,4.86,.137411,.8787108,.0318945,.020124,.0033444
75633,1999,5.3066667,.1036812,.137411,.0292053,.0183274,.0035518
75633,2000,6.4733333,.4594217,.1036812,.0246857,.0255174,.0034896
75633,2001,2.1333333,.9164175,.4594217,.0279804,.0165252,.003056
75633,2002,1.4433333,.6127971,.9164175,.0298631,.0175377,.0027707
75633,2003,.99666667,.7847793,.6127971,.0268716,.0175051,.0026762
75633,2004,1.95,-.0235246,.7847793,.0272386,.0152755,.0025982
75633,2005,3.98,.0190578,-.0235246,.0250277,.0106533,.0038826
75633,2006,5.2466667,.0698982,.0190578,.0220026,.0092022,.0042296
75633,2007,4.4966667,.1685967,.0698982,.0246319,.0090091,.0038022
75633,2008,.50666667,3.748698,.1685967,.0155851,.0055917,.005553
75633,2009,.12,2.324723,3.748698,.0229346,.0101509,.0037604
75633,2010,.18666667,1.234186,2.324723,.0235226,.010767,.004194
75633,2011,.07333333,.724626,1.234186,.0269065,.0091747,.0074646
75633,2012,.16,.7109503,.724626,.0308794,.011668,.0065875
75633,2013,.08666667,.1881033,.7109503,.0265337,.010419,.0061925
75633,2014,.1,.2583653,.1881033,.0278132,.0091694,.0062643
75633,2015,.16,.1957198,.2583653,.0248001,.0110394,.0065166
75633,2016,.45,.3524985,.1957198,.0255711,.0090477,.0063233
75633,2017,1.2033333,.1622685,.3524985,.0254151,.0104305,.0062764
76201,1994,5.1666667,.3864695,,.0370225,.0210273,.0092231
76201,1995,5.72,.2935462,.3864695,.0406367,.0307487,.0093676
76201,1996,5.28,.2351884,.2935462,.030484,.0186888,.010073
76201,1997,5.5066667,1.342234,.2351884,.0421707,.0248628,.013017
76201,1998,4.86,1.007454,1.342234,.0397114,.0263309,.01285
76201,1999,5.3066667,.6850842,1.007454,.0623249,.0254017,.0137666
76201,2000,6.4733333,1.059194,.6850842,.0346642,.0290592,.0270244
76201,2001,2.1333333,1.431501,1.059194,.0349457,.0214101,.0291967
76201,2002,1.4433333,1.587544,1.431501,.0326045,.0240185,.025785
76201,2003,.99666667,.7933611,1.587544,.0316022,.0234468,.0257375
76201,2004,1.95,.5696992,.7933611,.0254721,.0204984,.0264426
76818,1994,5.1666667,3.740955,,.0325184,.0240773,.0026735
76818,1995,5.72,4.561431,3.740955,.0346519,.030991,.0025989
80703,1994,5.1666667,2.78841,,.0361481,.0110162,.0030688
80703,1995,5.72,1.210373,2.78841,.0299157,.0098384,.0030539
80703,1996,5.28,.5480815,1.210373,.035765,.0094374,.0043069
80703,1997,5.5066667,.1945385,.5480815,.0248948,.0114331,.0048439
80703,1998,4.86,.2074287,.1945385,.0206314,.0077309,.0054513
80703,1999,5.3066667,.285871,.2074287,.0266919,.0099664,.0054846
80703,2000,6.4733333,.5467472,.285871,.023961,.0107321,.0055463
88503,1994,5.1666667,.2096082,,.031637,.0128514,.0024397
88503,1995,5.72,.3818788,.2096082,.0436617,.0126225,.0025672
102016,1994,5.1666667,.2870397,,.0372204,.014374,.0032119
102016,1995,5.72,.8518078,.2870397,.0328955,.0144893,.0028935
103862,1994,5.1666667,.4052653,,.0561169,.0260189,.0029845
103862,1995,5.72,.3807211,.4052653,.036619,.0261642,.0030425
103862,1996,5.28,.2000002,.3807211,.039408,.0237506,.0031423
103862,1997,5.5066667,.6741027,.2000002,.0421589,.0206893,.002969
103862,1998,4.86,1.459667,.6741027,.0677108,.0452569,.003877
103862,1999,5.3066667,1.218613,1.459667,.0588576,.0498614,.0041031
103862,2000,6.4733333,1.275616,1.218613,.0556932,.013278,.0039757
112837,1996,5.28,.3135854,,.0366933,.0134423,.0019606
112837,1997,5.5066667,.3327009,.3135854,.0332148,.0138808,.0020983
112837,1998,4.86,.3040825,.3327009,.0296166,.0139425,.0024671
112837,1999,5.3066667,.6196054,.3040825,.0292777,.0143492,.0026911
112837,2000,6.4733333,1.772617,.6196054,.0281628,.0142999,.0027054
112837,2001,2.1333333,.529874,1.772617,.0297741,.0156804,.002574
112837,2002,1.4433333,.4840498,.529874,.0298895,.0158192,.0024932
112837,2003,.99666667,.406157,.4840498,.026923,.0176319,.0024784
112837,2004,1.95,.3453336,.406157,.0283479,.0162571,.0026905
112837,2005,3.98,-.8148405,.3453336,.0113186,-.0012092,.0033426
112837,2006,5.2466667,.4826804,-.8148405,.0355454,.0138252,.0031188
112837,2007,4.4966667,1.984961,.4826804,.0256337,.006302,.0089388
112837,2008,.50666667,2.64246,1.984961,.0526071,.007772,.0094995
112837,2009,.12,3.63673,2.64246,.0493651,.0249361,.0108915
112837,2010,.18666667,2.20956,3.63673,.051152,.0260553,.0106389
112837,2011,.07333333,1.358867,2.20956,.0561121,.0254693,.0102439
112837,2012,.16,1.250432,1.358867,.0485078,.0191356,.0173537
112837,2013,.08666667,1.010212,1.250432,.0417944,.0200473,.0161777
112837,2014,.1,.9571973,1.010212,.0382771,.0168989,.0163847
112837,2015,.16,.8964784,.9571973,.0379613,.0170087,.0171007
112837,2016,.45,1.148924,.8964784,.0387098,.0177765,.0170386
112837,2017,1.2033333,1.492996,1.148924,.0396099,.0190467,.0166791
115025,1994,5.1666667,.3469026,,.0416514,.0168009,.0020802
115025,1995,5.72,.5286351,.3469026,.0300988,.0117382,.0025662
115025,1996,5.28,.2602386,.5286351,.027182,.0126969,.0023405
121709,1999,5.3066667,5.626087,,.1151549,.1183376,.0021684
121709,2000,6.4733333,5.626087,5.626087,.1345185,.1183376,.0024516
121709,2001,2.1333333,5.626087,5.626087,.1227276,.0542726,.0026812
121709,2002,1.4433333,5.626087,5.626087,.0875196,.055948,.0021275
121709,2003,.99666667,5.626087,5.626087,.0812605,.1094666,.0018432
121709,2004,1.95,5.626087,5.626087,.0811262,.1127505,.0016069
131360,2006,5.2466667,-.0031352,,.0275473,.0083596,.0011814
139272,1994,5.1666667,.2952108,,.0412907,.0176131,.0016634
139272,1996,5.28,.2460717,,.0305572,.0139546,.0021307
143662,2014,.1,.1197018,,.0322981,.0075557,.0014529
147231,1994,5.1666667,.3228095,,.0279314,.00928,.0057304
161415,1994,5.1666667,-.0104368,,.0260368,.0177266,.0311011
161415,1995,5.72,-.0582193,-.0104368,.0223931,.0215151,.0333538
161415,1996,5.28,-.0237452,-.0582193,.0192594,.019276,.0378907
161415,1997,5.5066667,.18635,-.0237452,.0187157,.0148689,.0394385
161415,1998,4.86,.3154738,.18635,.0237831,.0229886,.0327379
161415,1999,5.3066667,2.040411,.3154738,.0182455,.0282766,.0294655
161415,2000,6.4733333,1.015336,2.040411,.0308153,.0310859,.0301905
170109,1994,5.1666667,.6393114,,.0460495,.0181243,.0024271
170109,1995,5.72,.4687191,.6393114,.0552743,.0341842,.0025884
170109,1996,5.28,.9366202,.4687191,.038992,.0279033,.0025099
173333,1994,5.1666667,.1369345,,.0267283,.0147185,.0106375
173333,1995,5.72,.3493022,.1369345,.0338399,.0124888,.0114811
173333,1996,5.28,.1356628,.3493022,.0202636,.0125329,.0113351
173333,1997,5.5066667,.1315295,.1356628,.0230572,.0148809,.0117203
173333,1998,4.86,.3046334,.1315295,.0199818,.0109404,.0137098
173333,1999,5.3066667,.2661575,.3046334,.0144765,.0094945,.0165008
173333,2000,6.4733333,1.289973,.2661575,.0257782,.0088423,.0164519
173333,2001,2.1333333,2.449447,1.289973,.0481168,.0327509,.0250139
173333,2002,1.4433333,1.833353,2.449447,.0313878,.0234811,.031273
173333,2003,.99666667,1.400004,1.833353,.0232255,.0190664,.0343747
178020,1994,5.1666667,.7098289,,.0271434,.008289,.0019063
178020,1995,5.72,.5139161,.7098289,.0301204,.0074898,.0032514
178020,1996,5.28,.6348873,.5139161,.0269952,.0094523,.002918
178020,1997,5.5066667,.4924653,.6348873,.0263207,.0112872,.0026915
178020,1998,4.86,.6471502,.4924653,.0250838,.0159579,.0024591
178020,1999,5.3066667,.4081663,.6471502,.0285137,.0153054,.0023827
178020,2000,6.4733333,.199172,.4081663,.0240704,.0128774,.0020536
178020,2001,2.1333333,.5188147,.199172,.0214167,.0112653,.0021971
178020,2002,1.4433333,.1704043,.5188147,.0216242,.0116326,.0021394
178020,2003,.99666667,.6424459,.1704043,.0230301,.0118657,.0018067
178020,2004,1.95,.0964349,.6424459,.0219127,.0113411,.0016444
178020,2005,3.98,.2782913,.0964349,.0163984,.0120939,.0016283
182232,1996,5.28,.3593113,,.0372573,.0174883,.0086093
182232,1997,5.5066667,.601429,.3593113,.059897,.0274546,.008583
193304,1994,5.1666667,1.33489,,.0419367,.012923,.002549
193304,1995,5.72,.4396813,1.33489,.030952,.01604,.0066265
197478,2006,5.2466667,-.042345,,.0157603,.0028903,.0010955
197478,2007,4.4966667,.2341263,-.042345,.0170757,.0034919,.0010846
197478,2008,.50666667,2.012646,.2341263,.013544,.0024842,.0010239
197478,2009,.12,3.70767,2.012646,.0176636,.0897101,.0017582
197478,2010,.18666667,1.121475,3.70767,.0193882,-.0012092,.0017346
197478,2011,.07333333,.5848047,1.121475,.0178615,-.0012092,.0016855
197478,2012,.16,.2553699,.5848047,.0176153,-.0012092,.0015576
197478,2013,.08666667,-.0247817,.2553699,.0175446,-.0012092,.0016704
197478,2014,.1,.1715845,-.0247817,.0171885,.0005804,.0018426
197478,2015,.16,-.0671575,.1715845,.0177163,.0036205,.002018
197478,2016,.45,.1187576,-.0671575,.0160452,.0049754,.0020697
197478,2017,1.2033333,.2195304,.1187576,.0181075,.0045627,.0021302
203940,1997,5.5066667,.2505824,,.0244288,.0115938,.0014111
210434,1994,5.1666667,.0868909,,.0356074,.0300225,.0036845
210434,1995,5.72,-.020436,.0868909,.0310844,.0317806,.0035426
210434,1996,5.28,-.017731,-.020436,.0321075,.0324076,.0039802
210434,1997,5.5066667,.1196865,-.017731,.0305984,.0328889,.0042456
210434,1998,4.86,.0239779,.1196865,.0321114,.0336079,.0043058
210434,1999,5.3066667,.0056907,.0239779,.0348895,.03677,.0041299
210434,2000,6.4733333,-.0036152,.0056907,.0313012,.0354435,.0048284
210434,2001,2.1333333,1.373844,-.0036152,.0288501,.0337487,.00509
210434,2002,1.4433333,.234686,1.373844,.0310361,.0316661,.0045966
210434,2003,.99666667,-.0106624,.234686,.0301176,.0349631,.0044715
210434,2004,1.95,-.0033777,-.0106624,.031622,.0355267,.0044781
210434,2005,3.98,.0011733,-.0033777,.0308082,.0342158,.0050481
210434,2006,5.2466667,.0058149,.0011733,.0306862,.0335075,.0052967
210434,2007,4.4966667,.0434929,.0058149,.0443517,.0398169,.005353
210434,2008,.50666667,.0193854,.0434929,.0275602,.0414953,.0058109
210434,2009,.12,.2950356,.0193854,.028008,.0335081,.0058844
210434,2010,.18666667,.2244323,.2950356,.0287008,.0309125,.0058998
210434,2011,.07333333,.9309334,.2244323,.0407479,.0343404,.0076616
210434,2012,.16,.0727481,.9309334,.0288896,.0281652,.006717
210434,2013,.08666667,.1987513,.0727481,.0291621,.0295269,.0069639
210434,2014,.1,.0676101,.1987513,.0278003,.0308511,.0070417
210434,2015,.16,.0315362,.0676101,.0284818,.0287685,.0072845
210434,2016,.45,.1293949,.0315362,.0273332,.0287226,.0073583
210434,2017,1.2033333,.0808413,.1293949,.028009,.0290722,.0079286
212465,1994,5.1666667,.6829604,,.0441684,.0142888,.0042187
212465,1995,5.72,.5393463,.6829604,.0356912,.0130606,.004572
212465,1996,5.28,.403548,.5393463,.0392367,.0142494,.006411
212465,1997,5.5066667,.4707534,.403548,.0370135,.0154394,.0060865
212465,1998,4.86,.2437237,.4707534,.0373228,.0162529,.0059223
212465,1999,5.3066667,.2679788,.2437237,.0339226,.0181536,.0058617
212465,2000,6.4733333,2.527754,.2679788,.0340456,.0165095,.0056589
212465,2001,2.1333333,1.063296,2.527754,.0344528,.0205885,.0055289
212465,2002,1.4433333,.4547784,1.063296,.0364106,.0195349,.0056933
212465,2003,.99666667,.2772144,.4547784,.0345248,.0191764,.0056128
212465,2004,1.95,-.0392912,.2772144,.0341606,.0195564,.0057404
212465,2005,3.98,.0257853,-.0392912,.0344977,.0164269,.0054772
212465,2006,5.2466667,-.012164,.0257853,.0338735,.0164929,.0052619
212465,2007,4.4966667,.0376084,-.012164,.0288837,.0126099,.0050559
212465,2008,.50666667,.522944,.0376084,.0347786,.0101281,.0057534
212465,2009,.12,.8013295,.522944,.0246468,.0088542,.0072857
212465,2010,.18666667,.489288,.8013295,.0353628,.0105957,.0065958
212465,2011,.07333333,.1067957,.489288,.0275881,.0072947,.0068279
212465,2012,.16,.072007,.1067957,.0294898,.0073113,.0066606
212465,2013,.08666667,.0484437,.072007,.0260845,.0062951,.0071422
212465,2014,.1,-.0013374,.0484437,.0286549,.0120955,.0072681
212465,2015,.16,-.032398,-.0013374,.0314085,.013914,.0072215
212465,2016,.45,.0978905,-.032398,.0297689,.0195254,.0068822
212465,2017,1.2033333,.0108948,.0978905,.030874,.0146616,.0068023
214151,1996,5.28,.8805009,,.0334985,.0143085,.0018324
214151,1998,4.86,2.029656,,.0393542,.0198997,.0014543
214807,1994,5.1666667,1.313288,,.0543705,.0487036,.018708
214807,1995,5.72,.911838,1.313288,.0311583,.0243298,.0183938
214807,1996,5.28,-.0670871,.911838,.0315783,.0287035,.0198589
214807,1997,5.5066667,-.2487,-.0670871,.0270813,.0203564,.0220523
214807,1998,4.86,.5483959,-.2487,.0386006,.0268177,.0193188
214807,1999,5.3066667,0,.5483959,.0526233,.0390179,.0089901
214807,2000,6.4733333,.0490888,0,.0358271,.0319466,.0072036
214807,2001,2.1333333,-.0312402,.0490888,.0404892,.0533296,.0066298
214807,2002,1.4433333,1.131155,-.0312402,.048722,.0393298,.0058776
214807,2003,.99666667,4.359352,1.131155,.0437948,.0604673,.0045605
214807,2004,1.95,2.315485,4.359352,.0548274,.0460694,.0040304
214807,2005,3.98,.7082332,2.315485,.0530958,.0511952,.003789
214807,2006,5.2466667,-.2283664,.7082332,.0438707,.044356,.0041727
214807,2007,4.4966667,.2703311,-.2283664,.0377145,.0460705,.0032471
214807,2008,.50666667,-.0311018,.2703311,.0218106,-.0012092,.0041912
214807,2009,.12,.3187759,-.0311018,.0242922,.0258651,.0039147
214807,2010,.18666667,.5350375,.3187759,.0270745,.0249648,.0038149
214807,2011,.07333333,.2279332,.5350375,.0170379,.0207894,.0039279
214807,2012,.16,.3638017,.2279332,.0168472,.0193247,.0039075
214807,2013,.08666667,.3014015,.3638017,.0217106,.0194101,.0037745
214807,2014,.1,0,.3014015,.0178595,.0173364,.0034393
214807,2015,.16,0,0,.0180346,.0207206,.0032622
214807,2016,.45,.3520817,0,.018222,.0150239,.0032031
214807,2017,1.2033333,.5554962,.3520817,.0184374,.0179765,.00249
222147,2007,4.4966667,.8338284,,.0224752,.0072506,.0011481
222147,2008,.50666667,3.561783,.8338284,.0219588,.0029935,.001012
229801,2005,3.98,.0751816,,.019148,.0059946,.0013953
229801,2006,5.2466667,.1862994,.0751816,.0198917,.0070853,.0012519
229801,2007,4.4966667,.2141903,.1862994,.0197288,.0063616,.001166
229801,2008,.50666667,.2622263,.2141903,.0215118,.0043061,.0012128
229801,2009,.12,.5794801,.2622263,.0214037,.0055625,.0012197
229801,2010,.18666667,.1827424,.5794801,.0226762,.0087851,.0011839
