rssdid,year,FEDFUNDS,netloanchargeoffs_loans,netloanchargeoffs_loans_L1y,nonintexp_assets,nonintinc_assets,assets_share
995151,2001,2.1333333,.4224107,1.192751,.027457,.016942,.0081444
995151,2002,1.4433333,.1646619,.4224107,.0269065,.0168216,.0075967
995151,2003,.99666667,.0799671,.1646619,.027612,.0162654,.0065328
1000409,2004,1.95,.8004928,,.0319191,.0163491,.0013896
1000409,2005,3.98,.4193079,.8004928,.0227693,.0151102,.0015095
1000409,2006,5.2466667,.3034148,.4193079,.0224681,.0173822,.0014051
1213683,1994,5.1666667,.0788345,,.0380195,.0270868,.0098338
1213683,1995,5.72,.0638832,.0788345,.0385208,.0310903,.0112504
1213683,1996,5.28,.2710274,.0638832,.0551835,.0514389,.0085963
1213683,1997,5.5066667,.3012216,.2710274,.0403968,.039853,.0120374
1216022,2012,.16,3.929064,,.0580211,.0692399,.0020938
1216022,2013,.08666667,4.238963,3.929064,.0709871,.0604787,.0025646
1216022,2014,.1,4.045885,4.238963,.0505812,.0331677,.0031915
1216022,2015,.16,3.968014,4.045885,.0528933,.0163883,.0039341
1216022,2016,.45,4.497972,3.968014,.0497338,.0145788,.0042757
1216022,2017,1.2033333,5.626087,4.497972,.0471003,.0135295,.004543
1371239,1994,5.1666667,.5243043,,.0341016,.0134121,.0045613
1371239,1995,5.72,.6988022,.5243043,.0260789,.0159851,.0043723
1371239,1996,5.28,.9124356,.6988022,.02741,.0178663,.004586
1371239,1997,5.5066667,.8668686,.9124356,.0348186,.017141,.0046775
1371239,1998,4.86,.3641311,.8668686,.0328679,.0197225,.0047196
1371239,1999,5.3066667,.7793247,.3641311,.0241482,.0155285,.005389
1371239,2000,6.4733333,1.164797,.7793247,.0232782,.0104381,.0051193
1391433,1997,5.5066667,5.626087,,.0735631,.055718,.0014225
1391433,1998,4.86,4.873945,5.626087,.0447429,.0623525,.001534
1394676,2011,.07333333,3.438324,,.0940759,.1183376,.0026978
1394676,2012,.16,2.957539,3.438324,.0976317,.1183376,.0023827
1394676,2013,.08666667,3.190468,2.957539,.1015154,.1183376,.0021917
1394676,2014,.1,2.325564,3.190468,.0997406,.1183376,.0022333
1394676,2015,.16,2.122227,2.325564,.1197195,.1183376,.0022859
1394676,2016,.45,2.420901,2.122227,.1149842,.1183376,.0021859
1394676,2017,1.2033333,2.731311,2.420901,.1067802,.1019429,.0033943
1417557,1994,5.1666667,1.030925,,.0430606,.0318135,.0016865
1417557,1995,5.72,4.405311,1.030925,.0491385,.0312966,.0018002
1417557,1996,5.28,3.998231,4.405311,.0484416,.0430315,.0019871
1417557,1997,5.5066667,5.626087,3.998231,.0661348,.0861916,.0015182
1417557,1999,5.3066667,4.177919,,.0564724,.1061526,.0019917
1417557,2000,6.4733333,2.824792,4.177919,.0430411,.0922518,.0026237
1417557,2001,2.1333333,4.117613,2.824792,.0408324,-.0012092,.0033955
1417557,2002,1.4433333,4.674385,4.117613,.0291787,.0412574,.0036935
1417557,2003,.99666667,4.73794,4.674385,.0266881,.0378457,.0047697
1417557,2004,1.95,5.028014,4.73794,.0365199,.0369658,.0053701
1417557,2005,3.98,5.626087,5.028014,.030128,.0358238,.0070866
1442380,2000,6.4733333,2.700934,,.0616664,.0700698,.0019908
1442380,2001,2.1333333,4.572828,2.700934,.0446262,.0563563,.0017234
1443266,2007,4.4966667,.0023071,,.0113186,8.68e-06,.0016466
1443266,2008,.50666667,.2245778,.0023071,.0113186,-1.86e-07,.001774
1443266,2009,.12,.9217933,.2245778,.0113186,.0039266,.0020076
1443266,2010,.18666667,1.345583,.9217933,.0113186,.0024438,.0019419
1443266,2011,.07333333,.8251101,1.345583,.0113186,.0007557,.0013376
1443266,2013,.08666667,.5188068,,.0113186,.000441,.0018458
1443266,2014,.1,-.2806033,.5188068,.0113186,.003351,.0016873
1444021,2011,.07333333,,,.0901369,.1183376,.0011926
1453685,1994,5.1666667,.1210101,,.0349559,.0143291,.0021294
1453685,1995,5.72,.1094039,.1210101,.0342788,.0144222,.0020378
1453685,1996,5.28,.1489884,.1094039,.0368569,.0168027,.0019555
1456501,2008,.50666667,.9975063,,.0113186,-.0012092,.0047896
1456501,2009,.12,2.705515,.9975063,.0113186,.0050787,.0056578
1456501,2010,.18666667,0,2.705515,.0113186,.0103651,.0056618
1456501,2011,.07333333,0,0,.0113186,.019628,.0051456
1456501,2012,.16,0,0,.0113186,.0304597,.0055755
1456501,2013,.08666667,0,0,.0113186,.0126123,.0069921
1456501,2014,.1,0,0,.0113186,.014435,.0080653
1456501,2015,.16,0,0,.0113186,.0117623,.0085136
1456501,2016,.45,.1169112,0,.0113186,.0104573,.0077002
1456501,2017,1.2033333,0,.1169112,.0113186,.0073705,.0074433
1464122,2011,.07333333,.3370281,,.0419262,.0095297,.0011422
1469211,2003,.99666667,-.0012246,,.0113186,.0029424,.0025945
1469211,2004,1.95,.0023454,-.0012246,.0113186,.0011592,.0049519
1469211,2005,3.98,.018588,.0023454,.0113186,.0074596,.0082268
1469211,2006,5.2466667,.0678895,.018588,.0113186,.0118875,.0093998
1494240,1997,5.5066667,.2251027,,.0391987,.0185377,.0013991
1494240,1998,4.86,.2735751,.2251027,.0349565,.017978,.0014967
1494240,1999,5.3066667,.3362247,.2735751,.0314037,.0153833,.0015856
1494240,2000,6.4733333,.3309518,.3362247,.0314575,.0150939,.0018274
1494240,2001,2.1333333,.7536256,.3309518,.0333899,.0121295,.0021332
1494240,2002,1.4433333,.3673818,.7536256,.027564,.0113101,.0022581
1494240,2003,.99666667,.5741017,.3673818,.036826,.0063576,.0025562
1494240,2004,1.95,.2920214,.5741017,.0637548,.0070574,.0022226
1494240,2005,3.98,.1696526,.2920214,.0269367,.0055522,.0022864
1494240,2006,5.2466667,.1188755,.1696526,.0247279,.0070948,.0023404
1494240,2007,4.4966667,.3636036,.1188755,.1341242,.0076555,.0023395
1494240,2008,.50666667,1.149697,.3636036,.1345185,.0064988,.0025111
1494240,2009,.12,1.984355,1.149697,.0394583,.0067232,.0023494
1494240,2010,.18666667,2.729604,1.984355,.0535814,.0043431,.0023136
1494240,2011,.07333333,2.031374,2.729604,.0290429,.0064346,.0020851
1830035,1994,5.1666667,1.867757,,.1251775,.1183376,.0022305
1830035,1995,5.72,1.936943,1.867757,.1122294,.1183376,.002829
1830035,1996,5.28,1.808088,1.936943,.1218734,.1183376,.0034199
1830035,1997,5.5066667,2.001014,1.808088,.1191058,.1183376,.003873
1830035,1998,4.86,1.936351,2.001014,.1161806,.1183376,.0043609
1830035,1999,5.3066667,1.991028,1.936351,.1085796,.1183376,.0050966
1830035,2000,6.4733333,3.232272,1.991028,.1027639,.1183376,.0059577
1830035,2001,2.1333333,3.339949,3.232272,.1110196,.1183376,.0066901
1830035,2002,1.4433333,4.267806,3.339949,.0922922,.1183376,.0072372
1830035,2003,.99666667,4.06171,4.267806,.093507,.1183376,.0075628
1830035,2004,1.95,3.523262,4.06171,.0908941,.1183376,.0070439
1830035,2005,3.98,4.618813,3.523262,.1065108,.116841,.0065841
1830035,2006,5.2466667,5.626087,4.618813,.1016565,.1076671,.0149689
1830035,2007,4.4966667,4.538298,5.626087,.0499184,.0563826,.0148212
1830035,2008,.50666667,5.626087,4.538298,.0428248,.047645,.0131705
1830035,2009,.12,5.626087,5.626087,.0540588,.0275794,.0106935
1830035,2010,.18666667,5.626087,5.626087,.0338267,.0182428,.0164946
1830035,2011,.07333333,5.626087,5.626087,.0364471,.0186459,.0128169
1830035,2012,.16,3.953307,5.626087,.0307657,.0122698,.0115799
1830035,2013,.08666667,3.196213,3.953307,.0336345,.0223135,.0107378
1842065,2009,.12,1.731014,,.0189475,.003373,.0010178
1858507,1994,5.1666667,.1059331,,.0375387,.0080349,.0021339
1858507,1995,5.72,.1410969,.1059331,.0366299,.0133807,.0016948
2017570,2014,.1,.1545719,,.0321513,.0226424,.0014518
2121196,2004,1.95,-.1769129,,.0113186,.0007358,.0013925
2121196,2006,5.2466667,-.0150336,,.0360151,.0002162,.0015623
2121196,2007,4.4966667,-.0127808,-.0150336,.0355299,0,.0016545
2121196,2008,.50666667,-.0606171,-.0127808,.0307554,7.92e-06,.0017912
2182786,2008,.50666667,,,,,.0134533
2182786,2009,.12,0,,.0113186,.0555946,.0077835
2182786,2010,.18666667,0,0,.0114384,.013181,.0075053
2182786,2011,.07333333,0,0,.0113186,.0179979,.0079655
2182786,2012,.16,0,0,.0113186,.0238577,.0081966
2182786,2013,.08666667,0,0,.0113186,.0243902,.0071646
2182786,2014,.1,.0320813,0,.0113186,.013907,.0075953
2182786,2015,.16,0,.0320813,.0113186,.0108987,.0084301
2182786,2016,.45,.0593032,0,.0113186,.0127706,.0094767
2182786,2017,1.2033333,.9422216,.0593032,.0113186,.0161178,.0094421
2253891,1999,5.3066667,3.532668,,.1345185,.1183376,.0016689
2253891,2000,6.4733333,5.376582,3.532668,.1345185,.1183376,.0020606
2253891,2001,2.1333333,4.035771,5.376582,.1345185,.1183376,.0023436
2253891,2002,1.4433333,5.626087,4.035771,.1345185,.1183376,.002706
2253891,2003,.99666667,3.561569,5.626087,.1345185,.1183376,.0032816
2253891,2004,1.95,3.085953,3.561569,.1345185,.1183376,.0035114
2253891,2005,3.98,4.311364,3.085953,.1345185,.1183376,.0032611
2253891,2006,5.2466667,3.635462,4.311364,.1345185,.1183376,.0028278
2253891,2007,4.4966667,4.840599,3.635462,.1345185,.1183376,.0031059
2253891,2008,.50666667,5.626087,4.840599,.104891,.1129944,.0033718
2253891,2009,.12,5.626087,5.626087,.09624,.1183376,.0032489
2253891,2010,.18666667,5.626087,5.626087,.0570078,.0370492,.0060532
2253891,2011,.07333333,4.30061,5.626087,.0791754,.0386749,.0054573
2253891,2012,.16,4.424156,4.30061,.0723685,.0377488,.0055733
2253891,2013,.08666667,4.007247,4.424156,.0768417,.0367124,.0055561
2253891,2014,.1,3.386361,4.007247,.0667776,.0335216,.0058245
2253891,2015,.16,3.741708,3.386361,.064405,.0326474,.0063946
2253891,2016,.45,4.691644,3.741708,.062165,.0268533,.0067392
2253891,2017,1.2033333,5.06386,4.691644,.0620167,.0267267,.0068608
2333412,2006,5.2466667,.0024735,,.0609084,.0611679,.0011254
2333412,2007,4.4966667,.0542181,.0024735,.0536375,.049987,.0012053
2362458,2007,4.4966667,.1335738,,.0207254,.0148798,.0027598
2362458,2008,.50666667,1.210153,.1335738,.046688,.035239,.0022195
2362458,2009,.12,2.251585,1.210153,.039147,.0200173,.003469
2362458,2010,.18666667,1.762115,2.251585,.0113186,-.0012092,.0026682
2362458,2011,.07333333,1.080541,1.762115,.0113186,.002965,.0025884
2362458,2012,.16,.8201564,1.080541,.0113186,-.0012092,.0030399
2362458,2013,.08666667,.3244525,.8201564,.0113186,-.0012092,.001956
2489805,2013,.08666667,0,,.0113186,.0019155,.0015583
2489805,2014,.1,0,0,.0113186,.0011698,.0017576
2489805,2015,.16,0,0,.0113186,.0017126,.0026313
2489805,2016,.45,.0103005,0,.0113186,.0015106,.0031541
2489805,2017,1.2033333,0,.0103005,.0113186,.0014126,.0037373
2502656,2011,.07333333,2.621297,,.0376506,.040763,.0011726
2735146,2012,.16,.1341727,,.0470497,.0274839,.0012594
2735146,2015,.16,.0654512,,.0228829,.0087453,.0016645
2735146,2017,1.2033333,.0737801,,.0273341,.0108844,.0019682
2736291,2005,3.98,.3630759,,.0250741,.0104,.0013506
2736291,2006,5.2466667,.4787328,.3630759,.0238823,.0145812,.0012399
2736291,2007,4.4966667,.8595607,.4787328,.1048834,.0140239,.0012245
2736291,2008,.50666667,4.472939,.8595607,.0452447,.0011986,.0010264
2777650,2009,.12,.1420824,,.0622132,.0720467,.0012064
2777650,2010,.18666667,.0229012,.1420824,.0614652,.0582309,.0013674
2777650,2011,.07333333,.9255915,.0229012,.051316,.0336509,.0019581
2867056,2000,6.4733333,.0034613,,.0113186,0,.001525
2867056,2006,5.2466667,.0091304,,.0113186,.0000675,.0014333
2867056,2007,4.4966667,.0499945,.0091304,.0113186,.0000573,.0013429
2867056,2009,.12,.8744159,,.0113186,.0031515,.0013761
2867056,2010,.18666667,.5700977,.8744159,.0113186,.0021654,.0011711
2942690,2012,.16,.2310482,,.0134259,.0013593,.0012071
2942690,2013,.08666667,.0813066,.2310482,.0117311,.0011605,.0015179
2942690,2014,.1,-.0039253,.0813066,.0113186,.0008085,.0017552
2942690,2015,.16,.0759705,-.0039253,.0113186,.0009997,.0020936
2942690,2016,.45,.1827606,.0759705,.0113186,.0007627,.0023256
2942690,2017,1.2033333,.4690207,.1827606,.0113186,.0005459,.0024744
2966306,2012,.16,1.273756,,.1345185,.1183376,.0026205
2966306,2013,.08666667,1.7657,1.273756,.1345185,.1183376,.0026128
2966306,2014,.1,1.416359,1.7657,.1345185,.1183376,.002884
2966306,2015,.16,3.133077,1.416359,.1315178,.1183376,.0033061
2966306,2016,.45,1.355582,3.133077,.1232146,.1183376,.0029344
2966306,2017,1.2033333,1.668893,1.355582,.1127766,.1183376,.0031817
2980209,2008,.50666667,5.430056,,.0574186,.0342209,.0010245
2980209,2009,.12,5.626087,5.430056,.0572054,.0312575,.0010787
2980209,2010,.18666667,5.626087,5.626087,.0437693,.0231398,.0012027
2980209,2011,.07333333,3.771448,5.626087,.0544041,.0183068,.0011714
2980209,2012,.16,2.169393,3.771448,.0536841,.0192237,.0013125
2980209,2013,.08666667,2.421236,2.169393,.0556869,.0203003,.0012933
2980209,2014,.1,2.51391,2.421236,.0456515,.0266113,.0016071
2980209,2015,.16,2.792551,2.51391,.0473166,.021651,.0017519
2980209,2016,.45,5.626087,2.792551,.0487021,.0173572,.0019361
2980209,2017,1.2033333,3.966269,5.626087,.0432584,.0157039,.0019657
3041974,2011,.07333333,.8802945,,.023479,.00838,.0024802
3041974,2012,.16,.4844049,.8802945,.0182649,.0079175,.0023574
3041974,2013,.08666667,.296098,.4844049,.0213241,.0085281,.0019739
3041974,2014,.1,.2018344,.296098,.0211156,.007849,.0021148
3041974,2015,.16,.3530999,.2018344,.0195317,.0066316,.0022012
3041974,2016,.45,.4847811,.3530999,.0183926,.0066012,.0022037
3041974,2017,1.2033333,.1355168,.4847811,.0198706,.0077617,.0020471
3150447,2006,5.2466667,.0062539,,.0113186,.0008649,.0011144
3150447,2012,.16,.1101018,,.0113186,.0013518,.0059337
3150447,2013,.08666667,.0637755,.1101018,.0113186,.0013216,.0067753
3150447,2014,.1,.0296296,.0637755,.0113186,.0022287,.0071497
3150447,2015,.16,0,.0296296,.0113186,.0025599,.0087039
3150447,2016,.45,-.0259134,0,.0113186,.0007057,.0104653
3150447,2017,1.2033333,0,-.0259134,.0113186,.0005841,.0113963
3212149,2011,.07333333,.0673434,,.0113186,.0010085,.0026305
3212149,2012,.16,.0069164,.0673434,.0113186,.0007798,.003301
3212149,2013,.08666667,.3643461,.0069164,.0113186,.000987,.0030935
3212149,2014,.1,.0180353,.3643461,.0113186,.0009536,.003115
3212149,2015,.16,.0044338,.0180353,.0113186,.0013077,.0032954
3212149,2016,.45,.0008055,.0044338,.0113186,.0011151,.003391
3212149,2017,1.2033333,.0030719,.0008055,.0113186,.0011609,.0030699
3284070,2008,.50666667,,,,,.0027129
3284070,2009,.12,5.626087,,.0118123,.0121744,.0047294
3284070,2010,.18666667,.5222976,5.626087,.0143185,.0061268,.0058923
3284070,2011,.07333333,.3135962,.5222976,.0187989,.0115768,.0065527
3284070,2012,.16,.3377581,.3135962,.0316046,.0151174,.006555
3284070,2013,.08666667,.2767181,.3377581,.0296859,.0242226,.006698
3284070,2014,.1,.2387338,.2767181,.032125,.0286059,.0067126
3284070,2015,.16,.2118309,.2387338,.0292775,.0264091,.0069663
3284070,2016,.45,.3471427,.2118309,.022851,.0189338,.0073583
3284070,2017,1.2033333,.5588315,.3471427,.0222879,.0166722,.007889
3303298,2005,3.98,.3420981,,.0175285,.0076081,.0018359
3303298,2006,5.2466667,.306632,.3420981,.0166202,.0074585,.0017339
3303298,2007,4.4966667,.6378864,.306632,.020056,.0105708,.011812
3303298,2008,.50666667,1.561781,.6378864,.0595524,.0117511,.0107027
3303298,2009,.12,3.274458,1.561781,.0248793,.011086,.0099988
3303298,2010,.18666667,1.894257,3.274458,.0266406,.0131049,.0090405
3303298,2011,.07333333,1.64246,1.894257,.0264123,.0119499,.0082073
3303298,2012,.16,.9344012,1.64246,.0280042,.0117903,.0072485
3303298,2013,.08666667,.5750788,.9344012,.0277118,.0122351,.0064252
3303298,2014,.1,.37255,.5750788,.0236667,.0105922,.006616
3303298,2015,.16,.2883033,.37255,.0232909,.0106162,.0067634
3303298,2016,.45,.3613785,.2883033,.0228447,.0104771,.0069648
3303298,2017,1.2033333,.3095384,.3613785,.0227703,.0104937,.0070008
3344611,2007,4.4966667,.000745,,.0113186,8.18e-06,.0032728
3344611,2008,.50666667,.0079893,.000745,.0113186,0,.0029215
3344611,2009,.12,1.307193,.0079893,.0113186,.0028725,.0020193
3344611,2010,.18666667,1.047243,1.307193,.0113186,.0028042,.0016899
3344611,2011,.07333333,1.162154,1.047243,.0113186,.0011831,.0013638
3344611,2012,.16,1.01931,1.162154,.0113186,.0004925,.0014101
3688052,2012,.16,.1228278,,.0113186,.0000293,.0011597
3688052,2013,.08666667,.0039463,.1228278,.0113186,.0000346,.001326
3812165,2010,.18666667,.6173294,,.0113186,.0001177,.0018779
3812165,2011,.07333333,.8593665,.6173294,.0113186,.000086,.0013706
3918898,2012,.16,.0017952,,.0429875,.0255014,.0017905
3918898,2013,.08666667,.0075743,.0017952,.0169853,.0033849,.0015937
3918898,2014,.1,-.0216104,.0075743,.0194814,.0012114,.0014016
3918898,2015,.16,.3778274,-.0216104,.0300083,.009564,.0027413
3918898,2016,.45,.3326407,.3778274,.0632603,.0157944,.0025152
3918898,2017,1.2033333,.2640915,.3326407,.0491916,.0222731,.0023383
4114567,2010,.18666667,0,,.0255679,.0047281,.0018761
4114567,2011,.07333333,.02385,0,.0227385,.0040062,.0021329
4114567,2012,.16,.0044694,.02385,.021031,.0059824,.0023779
4114567,2013,.08666667,.0084793,.0044694,.015841,.0052266,.0028568
4114567,2014,.1,.0187291,.0084793,.0201972,.0061621,.0031067
4114567,2015,.16,.0126438,.0187291,.0204081,.0059963,.0036915
4114567,2016,.45,.0015797,.0126438,.01965,.0058631,.0043643
4114567,2017,1.2033333,-.007151,.0015797,.0202593,.0057539,.0050373
