year,rssdid,total_payout_ratio_w,borrowing_assets,borrowing_dep_total,s_dep,s_loan,deposits_assets,net_nonintexp_assets,leverage,MB_w,assets_share
1999,121709,,.1730497,.2377375,.3391578,5.906557,.7279025,-.0031827,10.09613,,.0021684
2003,121709,,.0418126,.0564313,-4.003819,8.728815,.7409465,-.028206,4.603185,,.0018432
2004,121709,,.0434443,.0602328,-2.358208,8.479783,.7212735,-.0316243,4.250216,,.0016069
2000,121709,,.1382609,.1864111,1.470746,6.417848,.7416987,.0161809,8.330524,,.0024516
2001,121709,,.0767263,.0967385,-2.792024,7.888654,.7931314,.068455,7.683896,,.0026812
2002,121709,,.0593867,.0777445,-3.562354,8.964944,.7638701,.0315716,5.657926,,.0021275
2006,131360,,.1650081,.2150101,2.292804,2.274609,.7674438,.0191877,14.80427,,.0011814
1994,139272,.040221,.1830585,.2479934,3.977328,1.323095,.7381588,.0236776,12.69313,1.364464,.0016634
1996,139272,.0255911,.1554772,.2010153,3.231679,3.073746,.7734594,.0166026,14.07194,2.583112,.0021307
2014,143662,.0352734,.0687578,.0914392,.2027538,4.026554,.7519509,.0247424,5.577512,.9904632,.0014529
1994,147231,.041662,.1540486,.1964018,2.985764,.3686723,.7843544,.0186513,16.23456,1.144486,.0057304
2000,161415,,.3382783,.7030444,1.461949,2.425909,.2126,-.0002706,16.98318,,.0301905
1996,161415,.0504152,.3382783,.7030444,1.666808,-.3194399,.3078885,-.0000166,17.48425,1.681236,.0378907
1995,161415,.0425111,.3382783,.7030444,1.939907,1.81009,.3238682,.000878,16.99612,1.508091,.0333538
1998,161415,.047971,.3382783,.7030444,-.1154727,3.303665,.3173003,.0007945,16.91014,1.739999,.0327379
1997,161415,.0812252,.3382783,.7030444,.7697961,1.135747,.3086598,.0038468,18.34885,1.858253,.0394385
1999,161415,.1069891,.3382783,.7030444,.7156518,.2305627,.2845904,-.0100311,15.82477,1.94207,.0294655
1994,161415,.0882365,.3382783,.7030444,2.394735,-.7101665,.358325,.0083102,17.09097,1.160978,.0311011
1994,170109,.0303587,.0936935,.1109614,4.405289,.7760725,.8443791,.0279253,16.14794,1.27077,.0024271
1996,170109,,.0980263,.1180893,3.659802,2.122651,.8301032,.0110887,13.91392,,.0025099
1995,170109,.0224664,.0730846,.0848881,4.203861,5.535211,.8609526,.0210901,15.16007,2.028764,.0025884
1997,173333,.0859307,.2978533,.4763552,3.006185,1.173404,.6252757,.0081763,13.00881,3.107199,.0117203
2000,173333,.0265062,.323304,.5213836,3.186527,2.841717,.6200886,.0169359,17.66552,2.302995,.0164519
1994,173333,.0712564,.3268243,.5402258,3.25964,-.7552094,.6049772,.0120098,14.66308,1.094037,.0106375
1999,173333,.0916543,.3382783,.5960197,2.725236,-.1390361,.5882007,.004982,16.33452,1.844422,.0165008
2002,173333,.0241104,.2406165,.3545001,.8504474,3.192594,.6787489,.0079067,12.40163,1.895976,.031273
2001,173333,.0133915,.2649013,.397245,.9299879,4.918695,.6668461,.0153659,14.65144,2.253042,.0250139
2003,173333,.0520011,.3382783,.6027949,1.148727,.4875771,.5807809,.0041591,14.46606,2.179502,.0343747
1995,173333,,.3382783,.5640942,3.336908,1.794373,.5998673,.0213512,16.19404,,.0114811
1996,173333,.0389574,.284951,.4471852,3.110912,.849668,.6372104,.0077308,12.84711,1.967678,.0113351
1998,173333,,.3382783,.636452,2.739352,1.975925,.5689334,.0090415,14.49954,,.0137098
2000,178020,.0396522,.1443687,.17961,2.962984,2.713432,.8037902,.011193,18.34885,2.5986,.0020536
1996,178020,.0327577,.1661396,.2139995,1.863968,2.353934,.7763553,.0175429,17.38977,2.259898,.002918
2004,178020,.0819224,.0961313,.1135517,1.104354,.2385448,.8465865,.0105715,17.45743,1.896779,.0016444
1994,178020,.0602176,.1705364,.2218361,2.192851,1.033945,.7687497,.0188544,16.47068,1.570095,.0019063
1995,178020,.0272048,.1813238,.2433794,2.25291,3.083302,.745025,.0226307,13.57751,1.820186,.0032514
1997,178020,.0253992,.1863883,.2458556,1.966671,2.653133,.7581212,.0150336,18.0211,3.241883,.0026915
1998,178020,.025931,.1726198,.2244643,1.683961,3.577768,.7690301,.0091259,17.13793,3.391049,.0024591
2001,178020,.0396717,.2170743,.2956292,.0990503,.6932871,.7342788,.0101513,18.34885,2.406205,.0021971
2002,178020,.0439239,.2321985,.3219181,.0448402,.7237061,.7212967,.0099916,18.34885,2.010822,.0021394
1999,178020,.0781002,.2289081,.3207451,2.552625,1.829877,.713676,.0132083,17.41677,2.523859,.0023827
2005,178020,.098706,.0775577,.0895628,2.480126,1.120589,.8659593,.0043045,17.70446,1.636991,.0016283
2003,178020,.0368297,.099563,.1176237,.1310024,.9172088,.8464537,.0111645,18.34885,2.204762,.0018067
1997,182232,,.0957162,.1178707,3.58988,2.885054,.812044,.0324423,10.84131,,.008583
1996,182232,.0491185,.0573129,.0668952,3.394243,2.35029,.8567573,.019769,11.63742,2.314499,.0086093
1995,193304,,.1674243,.2279978,3.278114,2.589296,.7343242,.0149121,10.17796,,.0066265
1994,193304,,.1185175,.154527,3.761721,.2262888,.7669696,.0290137,8.732641,,.002549
2017,197478,.0146231,.0237049,.0271504,.8550345,2.397309,.8730977,.0135448,9.690163,2.288564,.0021302
2011,197478,.0097081,.0923791,.115923,-.3653635,5.7068,.7969009,.0190706,9.031789,1.323286,.0016855
2009,197478,.0044958,.1522423,.2054138,-.6185128,4.794936,.7411494,-.0720465,9.380137,1.092126,.0017582
2012,197478,.0870387,.0749462,.0917878,-.137935,6.151012,.8165159,.0188244,9.213376,1.31135,.0015576
2015,197478,.0202464,.0464751,.0544568,-.0422529,2.567357,.8534304,.0140957,9.990562,1.915131,.002018
2007,197478,.054827,.2729382,.4423717,1.428458,3.740147,.6169884,.0135838,9.084842,1.305495,.0010846
2006,197478,.0067495,.2268397,.3383107,2.158038,3.247684,.670507,.01287,9.741524,2.134498,.0010955
2013,197478,.0618247,.0696485,.0836066,-.1306288,4.509632,.8330507,.0187538,10.27741,2.035743,.0016704
2008,197478,.02887,.2062971,.3135885,-1.381087,3.653665,.6578594,.0110598,7.361416,.656465,.0010239
2010,197478,.0041576,.1295274,.1701864,-.3628195,6.279961,.7610914,.0205973,9.142342,1.429935,.0017346
2014,197478,0,.0558515,.066076,-.0771981,3.286422,.845262,.0166081,10.11261,1.949808,.0018426
2016,197478,.0161788,.0355954,.0412779,.2119679,2.642076,.8623346,.0110699,9.797198,2.137854,.0020697
1997,203940,.0319002,.139547,.1803911,1.948833,2.945864,.7735804,.0128351,11.51111,2.400455,.0014111
2013,210434,.0222726,.0958501,.1147943,.1983351,2.293222,.8349722,-.0003649,14.45552,1.856403,.0069639
1994,210434,.0233997,.3382783,.5759904,2.987993,-1.606434,.6004753,.0055849,18.34885,1.704434,.0036845
1999,210434,.0226399,.2031364,.2797278,2.875909,-.1088132,.7261931,-.0018805,14.15018,4.710343,.0041299
2003,210434,.0154883,.3333616,.5521725,1.402401,.4875771,.6037273,-.0048455,15.89546,3.334226,.0044715
2007,210434,.0104716,.1765555,.230607,2.099922,.4719086,.7656121,.0045348,17.29134,3.746698,.005353
2012,210434,.0364917,.0697873,.0815434,.1906715,3.042091,.8558293,.0007243,13.44385,1.592132,.006717
2006,210434,.014481,.22543,.3153743,3.203576,-.1761474,.7148014,-.0028213,16.73118,3.365441,.0052967
1996,210434,.0491844,.3244174,.5277341,2.794019,.078826,.6147364,-.0003001,16.43489,2.831782,.0039802
1998,210434,.014502,.3219188,.5228862,2.707173,1.746868,.6156575,-.0014965,16.01955,4.710343,.0043058
2009,210434,.0160598,.2247306,.3183777,.3233428,1.428061,.7058614,-.0055001,14.40756,2.00631,.0058844
2004,210434,.0193653,.2756057,.4170696,1.50994,.2385448,.6608147,-.0039047,15.72832,3.229252,.0044781
2001,210434,.014551,.3352514,.5546819,1.4738,.3404533,.6044029,-.0048987,16.57118,4.710343,.00509
2017,210434,.0288101,.1122766,.1367622,1.156207,1.663061,.8209622,-.0010632,14.97876,2.419899,.0079286
2010,210434,.0176727,.1427585,.182748,.253368,2.228867,.781177,-.0022117,13.14674,1.965379,.0058998
2014,210434,.036918,.0944764,.1129914,.1919763,2.131287,.8361375,-.0030508,14.4121,1.951585,.0070417
2011,210434,.0345591,.0891305,.1058761,.0069386,6.375641,.8418381,.0064075,14.48617,1.342984,.0076616
1997,210434,.0153878,.3090984,.4903453,2.803241,.4207777,.6303688,-.0022905,16.51995,4.710343,.0042456
1995,210434,.023608,.3382783,.6248152,3.485138,.3604147,.5804983,-.0006962,17.60642,2.430363,.0035426
2005,210434,.0206599,.2389321,.3404279,2.793082,-.4269883,.7018582,-.0034076,16.88912,3.139148,.0050481
2002,210434,.0228767,.2964515,.4656149,1.4114,.7237061,.6366881,-.00063,14.95653,2.687353,.0045966
2000,210434,.0122757,.3281501,.5374746,3.638936,.5634611,.6105406,-.0041423,16.31075,4.710343,.0048284
2015,210434,.0390341,.093067,.1109499,.2567454,2.148061,.8388194,-.0002867,14.68136,1.987376,.0072845
2008,210434,.0095228,.1564487,.1998851,.0036107,1.559513,.7826933,-.0139351,16.43172,2.381484,.0058109
2016,210434,.0193819,.1009198,.1217092,.5363322,2.1175,.8291881,-.0013893,14.30777,2.290319,.0073583
2013,212465,,.1026951,.1344707,.0247497,2.612145,.7636982,.0197894,7.484652,,.0071422
2008,212465,,.2144872,.3156193,-.0577993,3.209688,.6795756,.0246505,9.439548,,.0057534
2010,212465,,.1090085,.1422386,.2042125,3.277051,.7663773,.0247671,8.024766,,.0065958
1995,212465,,.1650334,.2180249,3.770197,2.186507,.7569472,.0226306,12.81731,,.004572
2015,212465,,.1316034,.1787389,.1513184,2.148061,.7362885,.0174945,7.569564,,.0072215
2012,212465,,.0969734,.1243822,.1041435,3.542492,.77964,.0221785,8.104604,,.0066606
2002,212465,,.0379891,.043833,1.689903,2.683788,.8666778,.0168757,10.48954,,.0056933
2014,212465,,.1052892,.1377765,.0735921,2.131287,.7642028,.0165594,7.662361,,.0072681
2011,212465,,.1483751,.2021946,.0741935,3.487612,.7338232,.0202935,8.488844,,.0068279
2005,212465,,.0438917,.051068,3.740873,1.514824,.8594759,.0180707,10.34849,,.0054772
1999,212465,,.0822069,.0997878,3.605266,1.669297,.8238171,.015769,10.64101,,.0058617
1996,212465,,.1262009,.1588234,2.863738,1.811726,.7945988,.0249873,12.62621,,.006411
2000,212465,,.0804122,.097319,4.55026,2.906085,.8262738,.0175361,10.7165,,.0056589
2017,212465,,.1306,.1786431,1.078093,1.663061,.7310664,.0162123,7.228901,,.0068023
2006,212465,,.0699979,.0828325,3.838235,1.94954,.845053,.0173805,11.77174,,.0052619
2007,212465,,.1133566,.1412718,2.696938,2.614677,.8024004,.0162738,11.87042,,.0050559
1997,212465,,.1104802,.1375684,3.121124,1.930156,.8030928,.021574,11.57046,,.0060865
2001,212465,,.0621738,.0741981,1.777998,2.2892,.8379429,.0138643,10.01168,,.0055289
2009,212465,,.0825733,.102134,-.0390594,2.434241,.8084807,.0157925,9.17886,,.0072857
1998,212465,,.0948396,.1168259,3.086832,2.999625,.8118029,.0210699,10.7115,,.0059223
2003,212465,,.0316515,.0359998,1.495704,1.912757,.8792146,.0153484,11.21908,,.0056128
1994,212465,,.1660283,.2182109,4.015155,-.1644583,.7608615,.0298796,13.67796,,.0042187
2016,212465,,.089989,.116622,.4530371,2.1175,.7716293,.0102435,7.226389,,.0068822
2004,212465,,.0442576,.0508816,2.268879,1.519101,.8698151,.0146042,11.63774,,.0057404
1998,214151,,.2406539,.3571098,4.307357,3.658219,.6738935,.0194545,11.7024,,.0014543
1996,214151,.0192771,.0724742,.087275,4.558186,1.642529,.8304119,.01919,10.29718,1.826163,.0018324
2000,214807,,.3382783,.7030444,2.162781,3.57487,.4322489,.0038805,6.717793,,.0072036
1999,214807,,.3382783,.7030444,1.393986,1.136769,.5138987,.0136054,8.265633,,.0089901
2006,214807,,.3382783,.7030444,2.907525,-.0670705,.4460594,-.0004853,4.998423,,.0041727
2004,214807,,.3119882,.6781849,1.57941,.2385448,.4600342,.008758,4.386396,,.0040304
2007,214807,,.3231425,.7030444,3.028851,3.110882,.436399,-.0083559,4.158723,,.0032471
2016,214807,,.0490136,.0626441,1.058379,2.1175,.7824138,.0031982,5.932164,,.0032031
1995,214807,.0449371,.3382783,.7030444,1.516153,1.877311,.3558928,.0068285,18.23801,1.276658,.0183938
2008,214807,,.3382783,.7030444,.438508,2.648034,.414854,.0230198,6.037675,,.0041912
2005,214807,,.2552042,.4999127,3.070003,1.426482,.5104974,.0019005,4.268061,,.003789
2017,214807,,.0625259,.0858028,1.810563,1.663061,.7287163,.0004609,4.790241,,.00249
2009,214807,,.2693988,.4985648,.5525592,1.428061,.5403486,-.0015729,5.256172,,.0039147
2001,214807,,.3381836,.6737152,-.0043966,1.757085,.5019682,-.0128403,6.255937,,.0066298
1997,214807,.0830002,.3382783,.7030444,.8366346,3.477848,.4101909,.0067249,18.34885,2.158701,.0220523
2015,214807,,.0537777,.0691655,.4363658,2.148061,.777522,-.002686,5.92767,,.0032622
2002,214807,,.2949492,.5478376,1.264456,1.009004,.5383881,.0093922,6.000147,,.0058776
2003,214807,,.3382783,.7030444,1.510373,.4875771,.444464,-.0166725,4.729039,,.0045605
2013,214807,,.0986143,.1336174,.1019424,2.293222,.7380349,.0023005,6.121796,,.0037745
2010,214807,,.2364407,.42169,.4581797,2.228867,.560698,.0021097,4.929477,,.0038149
2012,214807,,.1401394,.1983072,.2884592,3.042091,.7066787,-.0024775,6.528189,,.0039075
1996,214807,.051644,.3382783,.7030444,.8860161,1.188268,.371553,.0028748,18.34885,1.544936,.0198589
2014,214807,,.0698313,.0909888,.1472893,2.131287,.7674718,.0005231,6.1464,,.0034393
2011,214807,,.1694607,.2540199,.2053939,2.779632,.667116,-.0037515,6.119082,,.0039279
1998,214807,.0672396,.3382783,.7030444,.5989869,2.906892,.3880717,.0117829,15.19959,1.900875,.0193188
1994,214807,.1073424,.3382783,.7030444,1.328306,-1.874553,.3539428,.0056669,18.02892,1.003266,.018708
2007,222147,.0799449,.268142,.4192747,2.037656,3.300581,.6395378,.0152246,10.83186,.6963307,.0011481
2008,222147,.0973157,.1817847,.2503306,-1.401696,3.895587,.7261786,.0189653,10.86522,.2812026,.001012
2009,229801,.0490313,.2294993,.3383172,-.6448905,3.406858,.6783555,.0158412,10.85244,1.725437,.0012197
2008,229801,.0340152,.2670267,.4121125,-.95577,3.685785,.6479461,.0172058,11.76094,2.554446,.0012128
2006,229801,.0450037,.2206806,.3179643,2.961217,2.23424,.6940421,.0128064,11.72645,3.220457,.0012519
2010,229801,.0431024,.23158,.3462934,-.3183297,4.015688,.6687393,.0138911,10.03204,1.782646,.0011839
2007,229801,.055912,.2768366,.4335026,2.235968,2.780643,.6386043,.0133672,11.82606,2.406971,.001166
2005,229801,.0374719,.218058,.3123042,2.34868,1.825436,.6982232,.0131534,11.94476,2.879013,.0013953
2007,233031,,.139294,.196571,2.892161,3.034,.7086193,.0156935,6.575197,,.0125624
2003,233031,.0385754,.1750744,.2364836,.9978313,1.949332,.7403237,.0138855,11.82007,1.854663,.0060571
1996,233031,.0227683,.167071,.2202533,1.87316,2.359902,.7585402,.0140328,13.44288,2.025644,.0026179
1994,233031,.0375061,.1362637,.173074,2.358189,.1876426,.787315,.0162607,13.08537,1.376161,.002355
2015,233031,,.0759511,.095518,.7629773,2.148061,.7951497,.0104739,7.758006,,.0078309
2014,233031,,.0525298,.0647077,.6785657,2.131287,.8118014,.0140341,7.370891,,.0076331
1995,233031,.0364682,.1536206,.2011632,2.277495,3.030469,.7636615,.0153244,12.08928,1.737398,.0023911
2010,233031,,.1116064,.1451436,.3714231,2.73351,.7689379,.0115257,8.371311,,.0107623
1997,233031,.0320059,.1696627,.2249329,1.294673,6.136396,.7542813,.0265096,13.14821,3.014758,.0036804
2016,233031,,.0683173,.0850819,1.042119,2.159052,.8029593,.0107377,7.768594,,.0074473
2011,233031,,.0735521,.0923079,.5444618,3.312949,.796812,.0194951,7.713912,,.009468
2000,233031,.0499947,.1829363,.2453002,2.691052,3.388448,.745765,.0162084,14.0255,1.735841,.0070743
2013,233031,,.0576109,.0714812,.7526602,2.488913,.8059593,.0132961,7.329777,,.0079103
1999,233031,.0331236,.2230193,.3151351,1.813072,3.095293,.7076943,.0155871,14.43286,1.808573,.0074229
2004,233031,.0496185,.1530951,.2000553,1.61059,1.750681,.7652639,.0139475,12.24875,1.543661,.0059488
2008,233031,,.2249801,.3332367,-.2417151,3.011091,.6751359,.1261878,10.01161,,.0117223
2001,233031,.0273284,.1719497,.2290099,.0993409,3.398837,.7508396,.0153226,12.95157,1.706895,.0065247
2012,233031,,.0608123,.0758173,.7536329,3.383855,.802089,.0113013,7.294012,,.008327
1998,233031,.024352,.1454084,.1863047,.8051062,6.683417,.7804869,.023289,13.49442,2.961955,.0068604
2002,233031,.0344725,.1717048,.2309794,.2791682,3.315633,.743377,.0179951,11.77603,1.767127,.0064455
2009,233031,,.1384942,.1855558,-.0962964,1.860153,.746375,.0114104,8.685772,,.011802
2017,233031,,.0666562,.0830329,1.747661,2.044194,.8027691,.0124209,7.658453,,.0070771
2005,233031,,.1037388,.1367941,2.945325,2.150001,.758357,.016812,7.25141,,.0091222
2006,233031,,.1084889,.1476101,3.731208,1.828946,.7349691,.0134675,6.388062,,.0140402
1998,241876,.0412278,.1390736,.1797229,3.194045,3.074004,.7738223,.0148688,11.48051,2.919578,.0051694
1997,241876,.0262523,.1244994,.1578217,3.68806,2.756123,.788861,.0159621,11.54206,2.67349,.00492
1996,241876,.0385423,.0640998,.0759622,3.631279,2.257217,.8438382,.0239789,10.86224,2.022106,.0050758
1999,241876,.0317136,.1112965,.1399444,3.700624,1.923047,.7952905,.0164481,10.70515,2.180923,.0045302
1997,245333,.0575846,.2132242,.306392,2.453333,2.588834,.6959194,.0130874,11.00637,3.157616,.0037302
1994,245333,.0543689,.1558535,.204878,2.475806,.5132914,.7607139,.027566,11.98573,1.140778,.0022778
2000,245333,.1006953,.2276904,.3330037,3.365128,2.872829,.6837474,.0073743,11.29149,2.026211,.006325
1995,245333,.0588484,.2003021,.2793865,2.77107,2.938988,.7169355,.017328,12.08277,1.671208,.0022856
2004,245333,.0272986,.2240712,.3196722,1.94757,1.311118,.7009405,.006678,13.33542,2.585834,.0060094
2002,245333,.0749272,.2292573,.3371653,1.127595,3.036038,.6799551,.011467,11.01472,2.177711,.0058322
2005,245333,.0625275,.2289676,.3290139,3.174585,1.180745,.6959206,.0077197,13.31349,2.510049,.005915
1996,245333,.0536261,.2606919,.3972766,2.59332,1.987225,.6561974,.0176627,12.03215,1.941614,.0022731
1999,245333,.0446949,.2734561,.4232908,1.922621,5.906557,.6460242,.0491728,12.41932,2.554203,.0075902
2003,245333,.0411719,.2451105,.3621279,1.188061,1.637559,.6768618,.0084606,12.81596,2.669416,.0061081
1998,245333,.0403169,.2448104,.3656738,1.994172,4.006491,.6694775,.0137146,11.66697,3.779134,.0036645
2001,245333,.0731089,.2245575,.3291672,1.003817,2.860959,.6821988,.0135405,10.72458,2.321872,.0059945
2000,256647,.0265062,.2977569,.4738108,3.777473,4.142493,.6284299,.0273518,13.54773,2.302995,.0024774
1998,256647,.030022,.2473524,.3629803,2.924809,5.446494,.6814486,.0278306,14.04513,2.951222,.0015808
1997,256647,.0318271,.2719464,.4071687,3.1974,3.138591,.6678961,.0192156,16.62303,3.107595,.0017371
1999,256647,.0916543,.2578418,.3903595,2.480246,3.614378,.660524,.0144635,12.24975,1.844422,.0027452
2001,256647,.0133915,.2620378,.4003524,1.182993,3.616594,.6545177,.0081447,11.98401,2.253042,.0021768
1996,256722,,.1734167,.2275654,4.26579,1.306293,.7620521,.0200067,15.49638,,.0019644
1995,256722,,.1915108,.258813,4.453611,2.068565,.7399579,.0196286,14.59187,,.0019679
2001,256722,,.1838741,.2455014,1.163351,1.61364,.7489737,.0320399,14.89154,,.0027592
1994,256722,,.1112366,.1346838,4.110691,.0258384,.8259096,.0227908,15.90995,,.0018298
1998,256722,,.1955991,.2696221,1.346882,7.586719,.7254562,.0431776,12.6671,,.0031622
2000,256722,,.1663069,.2226538,3.561156,2.131716,.7469308,.0113585,11.52575,,.0027931
1999,256722,,.1579393,.2073858,3.088823,1.092148,.7615724,.0127566,12.42416,,.0028782
2002,256722,,.1855532,.2537849,1.24609,2.178636,.7311437,.0150145,12.00436,,.0022924
1997,256722,,.223077,.3150478,4.274577,1.450962,.7080736,.0172724,14.52444,,.0020117
1999,259518,.0781002,.3382783,.7030444,2.834799,2.132126,.4677784,.0095459,16.3774,2.523859,.0059757
1996,259518,.0327577,.2910825,.4491849,3.186011,2.13229,.6480238,.0097531,16.42207,2.259898,.0022244
2003,259518,.0368297,.3382783,.7030444,.973159,1.830645,.5338709,.0124589,15.94129,2.204762,.0061947
1997,259518,.0253992,.2624463,.3926055,1.892197,6.136396,.6684732,.028404,14.47588,3.241883,.0033147
2008,259518,,.1851873,.2595847,.4176399,1.559513,.7133983,.0125278,9.86053,,.0120501
2005,259518,.098706,.3382783,.6451307,2.665522,1.278857,.5515374,.0091637,10.79344,1.636991,.0078179
2007,259518,.1634223,.2424335,.3654373,2.322816,3.322361,.6634066,.0265233,10.62023,.778258,.0127188
2002,259518,.0439239,.3382783,.7030444,.8280071,2.834668,.5439703,.0085516,15.12436,2.010822,.0062854
2001,259518,.0396717,.3382783,.7030444,.7829956,2.874615,.5475307,.010181,14.99768,2.406205,.0060917
1995,259518,.0392453,.3382783,.5851391,3.429042,2.679325,.5933979,.0090505,16.84016,1.762411,.0023996
2000,259518,.0396522,.3382783,.7030444,3.886379,3.690063,.5222616,.009902,13.57138,2.5986,.0057545
2004,259518,.0819224,.3382783,.7030444,1.694483,2.217618,.5270267,.0130713,14.00078,1.896779,.0064039
2006,259518,.0598065,.2668813,.4123297,3.199834,3.117746,.6472522,-.0129833,11.64599,1.585617,.0136025
1998,259518,.025931,.3294782,.5452884,2.840014,3.602587,.6042274,.0169037,15.08423,3.391049,.0057369
1994,259518,.0456039,.2256705,.3159681,3.329841,.5717478,.7142191,.0105024,16.63605,1.581931,.0023673
2002,266271,.0648306,.2860418,.4494571,1.97824,3.10519,.6364162,.0121658,12.89623,3.302664,.0017693
2004,266271,.0651309,.275035,.422974,2.966884,1.799188,.650241,.0097937,13.38257,4.600454,.0015039
2008,266271,.0415845,.2933526,.4760722,.6854693,3.209283,.6161935,.0147918,11.05536,1.519747,.001378
2007,266271,.1003174,.3334555,.5539145,3.849767,2.322833,.6019982,.011807,15.49275,2.065468,.0014704
2001,266271,.0618558,.2960116,.4717487,2.086396,2.851262,.6274772,.0130742,13.06997,4.025152,.0017661
2003,266271,.0636218,.2436374,.3600477,2.051502,1.971289,.6766808,.0104878,12.54992,3.929968,.0015291
2011,266271,.0255762,.2525585,.3878458,1.377203,4.041357,.6511829,.0203529,10.38869,.885667,.0014587
2000,266271,.0548531,.3049057,.4910897,5.00772,2.248562,.6208758,.0081584,13.47374,3.930785,.0018194
2009,266271,0,.2827177,.4359436,.9654411,2.882848,.648519,.0175962,14.54265,1.497194,.0015326
2012,266271,.0205221,.1272396,.163769,1.14934,4.134449,.7769458,.0254397,10.43682,1.240609,.0012636
2010,266271,.0004113,.2823024,.4484704,1.353218,3.538651,.6294783,.0160677,11.3354,1.438207,.0015493
2005,266271,.0504673,.2419589,.3526935,4.117579,1.594361,.6860318,.0108687,13.88709,3.636237,.0015151
2006,266271,0,.2663429,.3975927,4.59928,1.825695,.6698889,.0128814,15.68182,3.460568,.0014934
1994,274070,.0414612,.1262777,.1635389,4.242533,1.049559,.7721568,.0235477,9.84586,.9266062,.0038651
1996,274070,.0553751,.114196,.1455945,4.11032,2.324993,.7843433,.0171415,9.856038,1.918569,.0036379
1995,274070,.0666228,.1792898,.246988,4.698825,3.67698,.7259052,.0172585,10.54797,1.351906,.0039893
2006,276579,.0178312,.2307724,.3279044,2.913459,2.846845,.7037795,.0090039,15.27927,1.853389,.0015035
2017,276579,.0086564,.0827835,.1032221,1.407808,2.157645,.8019944,.016436,8.678898,1.411578,.0037921
2003,276579,.0166286,.2648907,.3971344,.0760834,2.379441,.6670052,.0055824,14.6834,2.169605,.0014257
2007,276579,.035982,.3122385,.494853,2.068421,3.51009,.6309723,.0147062,17.60897,.9898062,.0016916
2015,276579,.0080587,.0137849,.0159726,.9267054,10.3893,.8630311,.0555745,8.117932,.8355382,.0037178
2010,276579,.0016509,.0487393,.057811,.055866,4.05073,.8430799,.0235924,9.24379,.9645548,.0013555
2011,276579,.0024571,.0437632,.0514731,.126268,4.334962,.8502135,.0209226,9.431883,.650582,.0013455
2009,276579,.0077941,.1285462,.1660931,-.1784036,3.10555,.7739404,.0195207,10.255,.4606231,.0015274
2005,276579,.0190577,.2067223,.284251,2.14744,2.346653,.7272525,.0106416,15.14574,1.875027,.0014253
2012,276579,.0018692,.0309758,.035659,.3284979,4.189066,.8686679,.0168119,9.964496,.8005779,.0012398
2002,276579,.0203309,.2641719,.3934331,.0802342,3.172553,.6714533,.0089638,15.53404,1.503748,.0015237
2016,276579,.0065055,.0268411,.0314579,.6762543,2.437117,.8532396,.0176756,8.338939,1.26226,.0037567
2004,276579,.0185212,.2492848,.3627113,.9071675,2.261626,.6872815,.0096253,15.76448,2.190387,.0014409
2008,276579,.0656875,.1619667,.2087906,-.9651976,3.875707,.7757375,.0105108,16.05244,.5746312,.0017143
1994,279431,,.2907057,.4985802,2.701081,.0034189,.5830669,.0239781,7.922207,,.0043797
1996,279431,.0553751,.3382783,.7030444,2.78683,1.179285,.5075842,.0112445,7.459589,1.918569,.0037493
1995,279431,.0666228,.3179148,.5870062,3.432512,2.165895,.5415868,.0086575,7.117517,1.351906,.0037613
2003,280110,,.2798696,.4293262,.696106,1.060071,.6518811,.0119449,14.65217,,.0099489
2008,280110,,.2264884,.3289326,-.944275,2.681958,.6885558,.0233175,11.77082,,.0084044
1998,280110,,.3382783,.6410015,2.603375,2.582173,.5604783,.0089219,12.4604,,.0136472
2012,280110,,.1103046,.1408999,.3213981,3.042091,.7828577,.0116148,9.359992,,.0060189
2009,280110,,.136105,.1770468,-.8081933,1.895757,.7687514,.016258,10.51043,,.0077119
2001,280110,,.3343711,.5596938,.8253839,1.381957,.5974179,.0120315,14.66038,,.0111112
2010,280110,,.1697805,.2344222,-.1299869,2.308618,.7242507,.0087823,9.436734,,.0074272
2004,280110,,.2344932,.3398855,.6519822,4.239913,.6899182,.0212212,13.22951,,.0104036
2015,280110,,.1005214,.1268442,.3545332,2.148061,.7924793,.0094367,9.345857,,.005823
2011,280110,,.1377013,.1848435,-.0205936,2.779632,.7449616,.011816,8.522459,,.0066154
2002,280110,,.3058588,.4857992,.9426951,1.853333,.6295992,.010806,15.49377,,.0108461
2000,280110,,.3341105,.5643598,3.389751,2.078506,.5920168,.0099166,13.53681,,.0126378
2007,280110,,.253905,.3796661,2.013222,2.365929,.6687587,.0176335,12.93055,,.008787
1997,280110,,.2845885,.4483648,3.092328,2.004321,.6347255,.0096968,12.39373,,.0139698
1995,280110,,.2678845,.4010795,3.003309,2.42259,.6679087,.0229905,15.57469,,.0051887
2014,280110,,.0808386,.0997718,.3011158,2.131287,.8102347,.0105523,9.180482,,.0058971
2013,280110,,.1025723,.129106,.2749845,2.293222,.7944813,.0111708,9.713795,,.0061351
2017,280110,,.0954159,.1203458,1.223139,1.962555,.792848,.0126019,8.949662,,.0077906
2016,280110,,.091883,.1148936,.5546992,3.007822,.7997223,.0223136,9.225539,,.0080024
1994,280110,,.2146234,.2984681,2.809552,.1730623,.7190833,.0151555,15.08448,,.0061439
1999,280110,,.3382783,.6637564,2.998006,.8370653,.5539145,.0044837,12.75165,,.0131861
