year,rssdid,total_payout_ratio_w,borrowing_assets,borrowing_dep_total,s_dep,s_loan,deposits_assets,net_nonintexp_assets,leverage,MB_w,assets_share
1995,476810,.0574121,.219513,.3077987,1.443556,4.256164,.7131707,.0151197,14.85523,1.740472,.051197
2008,476810,0,.318151,.5168609,-1.096732,5.038028,.6155447,.0463324,15.08198,.5153166,.1012338
2001,480228,.0362193,.194899,.2746162,1.742658,2.835048,.7097142,.0098968,10.48364,2.027089,.0857019
1998,480228,.0264449,.3382783,.622915,1.986071,7.404702,.5618317,.0199289,11.33852,2.261141,.0585944
2002,480228,.0350726,.2025445,.2865354,1.537334,2.722142,.7068743,.0089426,11.03981,2.077219,.0812789
2012,480228,.0034454,.1214302,.1601592,.4819291,3.042091,.7581843,.0077005,8.306644,.5735221,.1019308
2013,480228,.0025691,.09829,.1264873,.4788761,2.293222,.7770737,.0093157,8.023348,.7518907,.0972575
1999,480228,.0368618,.2775548,.4342246,3.734823,2.820448,.6391964,.0114459,12.01219,1.89984,.1004759
2008,480228,.159091,.2603327,.4009324,.3507159,3.505849,.6493183,.0146554,11.06819,.5069609,.1213014
2010,480228,.0029983,.1840291,.2627529,.4818673,2.26023,.7003886,.0074548,8.651839,.635545,.1242684
2016,480228,.0113122,.0818241,.1028904,.8177766,2.196443,.7952548,.0058588,8.135297,.9194729,.099909
2017,480228,.0132114,.0896293,.1132047,1.452383,1.986969,.7917454,.0070156,8.429907,1.240411,.100512
2015,480228,.0118836,.0894464,.1135635,.5155517,2.148061,.7876332,.0072372,8.135347,.7467976,.1025989
2007,480228,.0581677,.3128762,.5175864,3.428746,2.383513,.6044908,.01508,12.10169,1.285919,.120335
2014,480228,.0067076,.1007654,.130749,.4748217,6.354975,.770678,.0131835,7.778677,.8393079,.1011367
2009,480228,.0026561,.2022666,.2955696,.4440011,2.509587,.6843282,.0091677,8.817938,.6706927,.1253024
1997,480228,.0225283,.3382783,.7030444,3.68976,1.59398,.518886,.0120312,11.21554,2.038769,.0402147
1994,480228,.041662,.3382783,.7030444,1.944478,-.4046884,.5301015,.0091254,18.34885,1.144486,.0078213
1996,480228,.0245524,.3382783,.5831595,3.431062,3.163792,.5886721,.0132432,14.69764,2.070426,.0177571
2011,480228,.0071944,.1401497,.1898485,.4128803,2.779632,.7382185,.0103173,8.221529,.2767062,.1119844
2004,480228,.0532028,.2439682,.3554134,2.094801,1.62696,.686435,.0065353,14.36848,1.91345,.0932776
2000,480228,.0449046,.255304,.3866672,4.520904,2.58311,.6602679,.0097076,11.8444,1.557642,.0949592
1995,480228,.0298743,.3382783,.6268165,3.253479,2.308193,.5745246,.0136371,15.30129,1.504094,.0184169
2006,480228,.0397079,.2733803,.4304851,4.284742,1.582125,.6350518,.0045417,10.92087,1.797454,.1211085
2003,480228,.0358075,.2155605,.3057765,1.280248,1.962896,.704961,.009668,12.58202,2.418546,.0827234
2005,480228,.04117,.2708977,.426971,3.62251,1.260038,.6344637,.005257,10.56651,1.822852,.1217713
1999,484422,.0570778,.2944232,.466716,3.071605,1.350133,.6308402,.0116194,13.38033,1.948209,.0402922
1998,484422,.0259815,.2551998,.3861671,2.759238,2.917241,.6608532,.0148686,11.91227,3.478218,.0411074
1994,484422,.041571,.1581941,.202341,2.826001,-.4376493,.7818192,.0211723,16.67034,1.3494,.0057715
2006,484422,.0375768,.2154218,.3159803,3.261744,2.293571,.681757,.0078669,9.725626,1.55535,.0524604
1995,484422,.035236,.3382783,.6386081,2.515162,1.723286,.5753422,.0145308,17.47043,1.744394,.0063767
2007,484422,.0631081,.187794,.2677515,2.225299,2.824315,.7013742,.0142055,9.022678,.9995548,.0598807
2002,484422,.0274424,.2829743,.4560489,.7703775,2.684265,.6204911,.0140496,10.35898,1.541526,.0458405
2004,484422,.0315589,.2149537,.3068004,1.460047,1.576261,.7006305,.0107497,11.84614,1.765302,.0471409
1997,484422,.035122,.1975323,.2718689,2.781951,4.059728,.726572,.027317,13.17597,2.710704,.0250495
2003,484422,.0268298,.2752835,.4309651,.7896065,1.956413,.6387604,.0144142,11.63385,1.884979,.0473267
2009,484422,.0023003,.1708918,.2451501,.3150489,1.820266,.6970905,.0105944,7.57474,1.353047,.0436211
2000,484422,.0690336,.3004998,.4740346,3.583243,2.65474,.6339196,-.0009662,15.24842,1.775931,.0376787
1996,484422,.0297297,.3109234,.5006947,2.277504,1.239774,.6209839,.009469,14.68585,2.078211,.007119
2005,484422,.0367008,.1927149,.2726016,2.69241,1.549997,.7069469,.0124877,9.96629,1.730473,.053124
2001,484422,.0306122,.2959942,.4663517,.832091,2.6401,.6347016,.0140559,14.42912,1.501945,.0361617
2008,484422,,.2409327,.3605919,.4176399,1.559513,.668159,.0125278,11.0001,,.0524283
1997,485559,.0179775,.2717859,.4134044,3.205654,2.717593,.6574336,.0033142,14.12819,4.484883,.0026954
2012,485559,.0040364,.2129459,.3216633,.6061958,3.185078,.662015,.0182161,7.997492,1.090339,.0017484
2013,485559,.0137339,.1566922,.219376,.5801005,2.334743,.7142631,.0195646,7.74925,1.305264,.001598
2003,485559,.0272109,.2673081,.4097346,1.066097,1.69267,.6523933,.0068819,12.45353,2.912303,.0032497
2000,485559,.0304103,.2709695,.415386,2.892103,3.860099,.6523318,.0023877,13.03803,2.691574,.0028605
2010,485559,0,.2345565,.369621,.5452676,2.651026,.6345864,.0219503,7.641924,1.301997,.0020525
1995,485559,.0310744,.2263716,.3221771,2.885127,3.097199,.7026311,.0081346,14.08505,2.327163,.0025882
1994,485559,.041227,.2069625,.2850574,2.758139,.5351181,.726038,.0141208,14.92549,1.73352,.0025108
2014,485559,.0147276,.162995,.2274576,.6027686,2.131287,.716595,.0129943,8.304954,1.445833,.001636
2016,485559,.0134933,.0898939,.1112378,.6454804,2.161966,.8081233,.0144489,9.805573,2.020206,.0016886
2009,485559,0,.2844761,.4889404,.5313496,1.724206,.5818216,.0215294,7.4793,1.346784,.0022099
1999,485559,.0266667,.3161206,.5149655,2.524542,2.736026,.6138675,.007356,14.28327,2.981572,.0030731
2006,485559,.0430828,.3382783,.7030444,2.153426,3.097382,.5377052,.0114307,12.7753,2.118633,.0038079
2005,485559,.044745,.2751809,.4258411,1.996465,2.497337,.6462056,.0071423,12.72046,2.098322,.0040835
2015,485559,.0158402,.1137232,.1468996,.5266302,2.148061,.7741559,.0158544,8.91894,1.540687,.0016269
2004,485559,.0371144,.2503337,.372788,1.348576,1.943602,.6715176,.0087515,12.79611,2.609264,.0035678
1998,485559,.0216749,.3203135,.518336,2.191409,3.792292,.617965,.0065475,16.20184,4.464684,.0032863
2008,485559,.0804161,.3382783,.7030444,.1710625,2.672537,.4707217,-.0017146,8.395946,.8690534,.00254
2017,485559,.0170085,.131063,.1748227,1.216892,1.663061,.7496908,.0193416,8.386012,1.55903,.0023643
2002,485559,.0278241,.263066,.3965789,1.236182,2.609941,.6633384,.003128,13.58778,2.66918,.0033629
1996,485559,.0353334,.2490414,.3669254,2.825087,2.56773,.678725,.0048877,13.84398,2.626618,.0026532
2007,485559,.0991737,.3382783,.7030444,2.518549,3.119895,.469131,.0489171,14.16154,1.073959,.0033664
2011,485559,.0037498,.1992124,.2983365,.4499933,3.129094,.6677438,.0200941,7.516321,.862008,.0018851
2001,485559,.0242692,.2627811,.395721,1.457961,2.795799,.6640565,.0047991,13.66823,3.088363,.0031384
1999,486752,.0271651,.3382783,.7030444,2.020241,5.090141,.2027497,.0161809,9.141843,3.926405,.0025993
1995,486752,.0574121,.3382783,.7030444,1.684765,6.280428,.2027497,-.0094247,10.18169,1.740472,.0029535
2007,486752,.0504643,.3382783,.7030444,.5969408,8.175912,.4813722,-.0190488,6.660916,1.294393,.007236
1996,486752,.0470704,.3382783,.7030444,2.401779,5.6369,.247866,-.0110481,11.95666,2.559073,.002975
1997,486752,.0420816,.3382783,.7030444,1.953213,5.294048,.2027497,-.0182023,10.20764,2.974916,.0030033
2001,486752,.0152948,.3382783,.7030444,.160039,7.888654,.2027497,-.0331352,10.02739,3.260151,.0047892
2006,486752,.0496002,.3382783,.7030444,.2352822,7.371718,.3431193,.0161809,5.630691,2.303344,.0080759
1998,486752,,.3382783,.7030444,1.944619,7.586719,.2027497,.0161809,9.426426,,.0026231
2005,486752,.079731,.3382783,.7030444,2.570641,7.582345,.2027497,.0341281,3.226634,2.169338,.004952
2008,486752,0,.2830698,.5280481,-1.030282,6.20713,.5360681,-.0016442,5.529075,.5153166,.0071488
1994,486752,.0113656,.3382783,.7030444,1.584108,4.338902,.2520317,.0161809,11.57203,1.20354,.0027218
2010,486752,0,.3382783,.7030444,-.3680946,10.47011,.3520165,.0251093,6.020097,.8424211,.0119564
2002,486752,.022866,.3382783,.7030444,1.953518,8.964944,.2027497,-.0146995,5.584236,2.120309,.0067823
2003,486752,.0222103,.3382783,.7030444,.1999127,7.695067,.2027497,-.0184633,5.566008,2.583558,.00757
2000,486752,.0227547,.3382783,.7030444,3.873233,5.863306,.2027497,.0091564,10.73744,3.978331,.0029404
2004,486752,.0296927,.3382783,.7030444,.7172092,8.22802,.2027497,-.012225,4.484778,2.313832,.0066135
2009,486752,0,.2437539,.4704818,-1.022796,4.291666,.5180941,.0005984,4.198999,.6186814,.0083764
1995,488318,.0432708,.3382783,.7030444,1.124938,6.280428,.2027497,.01456,12.54417,1.880651,.0020457
1994,488318,.0707686,.3382783,.7030444,.9271149,4.338902,.2112118,.0011683,13.68322,1.297849,.0019013
1997,489913,.0460073,.3382783,.7030444,.7364433,3.998148,.3803036,-.0068173,10.12747,2.304548,.0063909
1996,489913,.0188857,.3382783,.7030444,.6476964,5.862686,.2983579,.0218951,9.780807,2.098983,.0055576
2000,489913,0,.3382783,.7030444,1.815897,3.822502,.3910209,-.0086423,10.75752,2.146743,.0064671
2011,489913,.0638794,.3382783,.7030444,-.0153733,10.30488,.4008049,.0297498,5.049499,.713659,.0093437
2013,489913,.0362077,.3382783,.7030444,-.0019591,9.122869,.3760549,.0212721,4.895234,1.098176,.0083466
2016,489913,.0446332,.3382783,.7030444,-.4993769,8.682087,.2600858,.0369585,4.57686,1.347065,.0081109
2003,489913,.0241647,.3382783,.7030444,.2604804,2.509674,.3930382,-.0486587,7.306113,1.661878,.0048966
2017,489913,.0565889,.3382783,.7030444,-.3207428,8.873955,.3665923,.029563,4.172359,1.595217,.0082521
2001,489913,.0421335,.3382783,.7030444,.1262066,2.935904,.4040796,-.0307468,11.84192,1.789286,.0081424
2014,489913,.0378717,.3382783,.7030444,.011524,8.609421,.3527049,.0305479,4.700226,1.096553,.0083952
2015,489913,.0412967,.3382783,.7030444,.0455631,8.749349,.4347647,.0280719,5.272388,1.092071,.0093521
2008,489913,.0177652,.2265372,.41581,-.512531,9.800751,.5448093,.0042886,4.373429,.8721718,.0084834
1999,489913,.0540173,.3382783,.7030444,.4346318,3.253854,.457023,-.0161609,9.992464,2.832247,.0062208
2012,489913,.0192612,.3382783,.7030444,.071492,10.46461,.3781676,.0273533,5.526206,.8576764,.0083429
1994,489913,.0927161,.3382783,.7030444,.6080297,4.338902,.3636215,.0233502,8.57158,.8751769,.0025399
2006,489913,.0458367,.3382783,.7030444,.3161162,6.352713,.3891958,-.0092719,3.806707,1.443988,.0085024
2002,489913,.0582094,.3382783,.7030444,.16207,4.148228,.4315579,-.0402872,7.644876,1.16156,.0047064
1998,489913,.0264729,.3382783,.7030444,-.1484084,6.092184,.38154,-.0132614,9.772845,2.639501,.0060951
1995,489913,,.3382783,.7030444,.7893985,6.280428,.431462,.0127549,7.663882,,.0025328
2009,489913,.0002206,.1751318,.3381098,.0175508,9.669299,.5179732,.0033006,3.258444,1.044834,.0077858
2010,489913,.0105263,.3382783,.7030444,.0850112,10.47011,.3093175,.0245894,5.182535,.985554,.0109895
2004,489913,.0421506,.3382783,.7030444,-.0442044,8.466793,.332084,.0017857,3.941564,1.31727,.0107278
2005,489913,.0609228,.3382783,.7030444,-.4590916,5.187857,.3312493,-.0110545,3.424237,1.292464,.0084446
2007,489913,.0677821,.1234683,.2073133,.3281847,8.175912,.5955637,.0077098,3.559124,1.192867,.0071267
2006,491224,.0054283,.0850742,.1028225,3.531029,2.152496,.8273886,.0145788,11.42371,1.612996,.0013498
2000,491224,.0123839,.0641488,.0755102,3.559297,2.957882,.8495381,.0176581,11.58573,1.04811,.0016084
2007,491224,.007542,.0871863,.1065144,2.708657,2.797563,.8185395,.0155578,10.60735,1.055919,.0012468
2011,491224,.0204089,.0495024,.0578713,-.0253891,6.540064,.8553876,.0230401,10.51414,.966939,.0015788
2012,491224,.0757224,.0432497,.0499629,.246392,7.216838,.8656373,.031994,10.97538,.843899,.0014458
2009,491224,.0071642,.0629645,.0741316,-.1733468,2.849755,.8493621,.0183363,11.40598,1.097597,.0013511
2015,491224,.0046481,.0487704,.0567358,.4117218,2.549779,.8596053,.0199169,10.91413,1.079563,.0019636
2017,491224,.0029777,.0527039,.0617122,1.485844,1.9675,.8540275,.0176908,10.72172,1.451691,.001971
2002,491224,.010352,.0439606,.0503084,.7315233,3.211013,.873822,.0145159,12.16287,1.046002,.0015936
1999,491224,.0143369,.0606033,.0710138,3.066941,1.809008,.8534023,.0217008,11.62866,1.015493,.0016114
2004,491224,.0075589,.0350056,.0396705,1.710086,1.792994,.8824072,.0152221,12.1084,1.42394,.0014122
2008,491224,.007199,.0583219,.0687015,-.3734863,3.331785,.8489176,.0193663,10.78045,1.104574,.0011437
2016,491224,.0033803,.0517768,.0602846,.6798956,2.379274,.8588717,.0188648,11.19175,1.415321,.0019544
1997,491224,.0096125,.0558863,.063653,2.684288,2.303889,.8779846,.0210012,15.12196,1.83754,.0016924
1998,491224,.0111111,.0445276,.0509695,2.427962,3.694591,.8736135,.0197306,12.21614,1.447357,.0016698
1996,491224,.0116883,.062627,.0716919,2.531156,2.209459,.8735582,.0197012,15.67036,1.427518,.0017236
2005,491224,.0063066,.0673972,.0793023,3.061891,1.929037,.8498769,.0152264,12.08811,1.540904,.0014301
2001,491224,.0102302,.0478919,.0549861,.4214432,3.166112,.8709804,.0164671,12.32624,1.157812,.0016739
2003,491224,.0089212,.0403636,.0460179,.8870196,1.885227,.8771277,.0179286,12.11994,1.221735,.0015105
2010,491224,.0063475,.0470163,.0542185,-.0553659,6.446072,.8671641,.0291015,11.65236,1.138252,.001501
2013,491224,.0041925,.045922,.0534929,.2647565,3.829627,.8584692,.0244702,10.45928,1.031205,.0014149
2003,497404,.0306653,.2104161,.3060445,.5638012,2.054963,.6875343,.0117162,9.799156,2.09321,.0035394
2017,497404,,.0162453,.0190058,1.037599,1.663061,.8547555,.0112833,7.751985,,.0165439
2004,497404,0,.2023623,.2974274,1.558659,1.962374,.6803755,.0252167,8.527894,2.066143,.003464
2005,497404,,.1482974,.2318294,3.091175,1.852089,.6396832,.0140876,4.716549,,.0036098
2006,497404,,.0889074,.1294094,3.321977,2.578851,.6870241,.0165019,4.462921,,.0040077
2015,497404,,.0204305,.0241482,.1397416,2.148061,.846047,.0111758,7.489372,,.015423
2016,497404,,.0206595,.0242777,.5700215,2.1175,.8509653,.0119597,7.789669,,.0160231
2010,497404,,.0421183,.0521488,.3564198,3.136512,.8076563,.0162751,6.656665,,.0141472
2009,497404,,.0459519,.057665,.3400706,2.319129,.7968772,.0157237,6.3625,,.0119758
2002,497404,.059404,.2276746,.3361719,.5644908,3.272273,.6772566,.0134109,10.5187,1.649193,.0033609
2012,497404,,.030485,.0366245,.4817674,3.294247,.8323666,.0167217,7.291372,,.0141054
2014,497404,,.034307,.0410917,.4878786,2.131287,.8348882,.0152783,7.64498,,.0147957
2007,497404,,.1728421,.2765931,2.528631,3.264042,.6248968,.0165144,4.944104,,.0041694
2008,497404,,.0696937,.0922898,-.2910197,3.47191,.7551608,.0211336,5.709538,,.0083849
2013,497404,,.0230512,.0270982,.475471,2.293222,.8506522,.0163642,7.917864,,.0147629
2011,497404,,.044656,.0550838,.3553456,3.429034,.8106916,.0240087,6.913124,,.0144983
2010,501105,,.1243393,.1673173,.4869921,3.031303,.7431344,.0088817,7.545673,,.0056216
1997,501105,.0236579,.11428,.1411796,1.982038,2.716547,.8094649,.0172183,13.11387,2.983356,.0026774
1999,501105,.0064135,.2250433,.3311592,2.467375,1.839262,.6795622,.0143605,10.48278,1.780515,.0038001
2017,501105,.0573879,.0791171,.0989375,1.339108,2.274244,.7996677,.0107568,8.249788,1.708657,.0067756
2009,501105,,.1794515,.2576249,.4482411,2.146126,.6965612,.0098683,8.065342,,.0058033
1995,501105,.0357107,.163818,.2126342,2.339601,2.92834,.7704218,.0155887,15.20677,1.739397,.0023676
1996,501105,.0257123,.1876331,.2500624,2.108052,2.342802,.7503453,.0182246,16.12343,2.126151,.0024335
2000,501105,.0301809,.197033,.2827312,3.41069,2.78183,.6968915,.0181478,9.427254,2.347946,.0045514
2016,501105,.0355732,.0883289,.111334,.5770098,2.226073,.7933685,.0099899,8.452903,1.601521,.0073038
2006,501105,,.1768093,.2496037,3.868176,2.492013,.7083598,.009094,8.708458,,.0057088
2014,501105,.0222895,.0998569,.1280055,.4658367,2.291448,.7800987,.0090517,8.330251,1.496809,.006163
2011,501105,.0296486,.092248,.118085,.3844356,3.272136,.7811998,.0151864,7.901877,1.141319,.0059008
2002,501105,.032371,.2409573,.3676359,.9479723,3.128721,.6554238,.0124289,9.650743,2.295068,.0046958
1994,501105,.0634244,.1383805,.1739611,2.882395,.5928001,.7954681,.0195157,15.11684,1.320067,.0022037
2013,501105,.0240509,.0619098,.0766061,.4879204,2.634603,.8081581,.0142016,7.696328,1.457658,.0057228
2001,501105,.0506707,.2099649,.3059627,.7171581,2.78124,.6862437,.0149445,9.634709,2.321846,.0047853
1998,501105,.0018836,.1944835,.2724284,1.701401,3.334138,.7138886,.0143073,10.9137,2.493052,.0037089
2003,501105,,.2034911,.3044796,1.324531,2.055297,.6683242,.0119151,7.801243,,.0065864
2012,501105,.028435,.0660408,.0816451,.5509924,3.401701,.8088757,.0077492,7.99466,1.352783,.0056762
2005,501105,,.208095,.3075598,3.180502,1.992978,.6766,.0088172,8.672647,,.0061199
2007,501105,,.2511553,.3910782,3.337249,2.742646,.6422125,.0107453,9.378024,,.0058731
2008,501105,,.238498,.3645805,.0745934,3.112988,.6541709,.0101705,9.316964,,.0053482
2004,501105,,.2072641,.3073472,2.180887,1.809196,.6743646,.0095116,8.44799,,.0063361
2015,501105,.0231061,.1138152,.1492728,.3905456,2.148061,.7624645,.0106961,8.082747,1.294086,.0076418
2010,504713,.0026482,.2043005,.2920849,.3373619,3.325903,.6994557,.0036412,10.39029,1.877899,.0253403
1998,504713,.0021415,.1345434,.1747869,2.194762,2.990136,.7697567,.0260757,10.44933,4.710343,.0032021
1996,504713,.045497,.1281186,.1606533,2.78609,1.700771,.797485,.0121173,13.44152,3.107262,.0021807
2013,504713,.04391,.1408281,.1872223,.3966175,2.948016,.7521977,.0052407,9.348048,2.027666,.0244534
2001,504713,.0353455,.2404068,.3703784,1.280904,2.40751,.6490844,.0085021,9.049055,2.48158,.0259345
1999,504713,,.1914427,.2670124,2.55376,5.613256,.7169806,.0122656,10.91982,,.0070584
2002,504713,.0559235,.2027688,.2933594,1.293071,2.847768,.691196,.0051619,9.430834,2.247268,.0253088
2012,504713,.0443026,.1543633,.2099799,.4160735,3.648219,.7351336,.0046307,9.049515,1.744417,.0238625
2005,504713,.0638896,.254014,.3912525,3.497372,1.619516,.6492329,-.0002397,10.33558,2.700835,.0235011
2016,504713,.0450644,.1191098,.1530812,.6727995,2.298142,.7780824,.0050653,9.726891,2.085565,.026266
2011,504713,.0197766,.1865164,.2610777,.2985587,3.612541,.7144096,.0031116,10.09347,1.646713,.0253623
2015,504713,.0486817,.1552877,.2088179,.4690104,2.234344,.7436512,.0052793,9.894994,1.832816,.0261274
2003,504713,.0260295,.2263393,.3338355,1.230304,2.257054,.6779965,.0057223,10.45324,2.976019,.0253217
2008,504713,.0492684,.2620955,.3989428,.6536742,2.967132,.6569752,.0035667,12.35645,2.389534,.0215971
2014,504713,.0431714,.1611078,.2185163,.4179721,2.287357,.7372805,.0049638,9.841387,2.07305,.0256347
1994,504713,.0424589,.15812,.2037218,2.731281,.0254178,.7761563,.0180682,15.2152,1.514609,.0020608
2017,504713,.0474519,.1142649,.1458783,1.273918,2.161452,.7832892,.0131559,9.761247,2.033643,.0261692
2007,504713,.0757367,.3137413,.5271412,3.433064,2.737704,.5951751,.0041935,10.97892,2.735817,.0213355
2004,504713,.0636519,.2431111,.3684265,2.18854,1.886986,.6598634,.0045184,10.30657,2.977673,.0235046
2006,504713,.0627483,.281361,.4509174,4.056966,2.096467,.6239746,-.0006103,10.56363,3.162103,.0220527
1997,504713,.0361632,.1569267,.2040732,2.913889,1.737994,.7689726,.0111346,13.49516,4.710343,.0021387
1995,504713,.0279432,.1167787,.1457727,2.758058,2.5032,.8011014,.0173019,12.17731,2.165059,.0019512
2009,504713,.0220607,.2081467,.2961433,.4392133,2.507476,.702858,.0022288,11.23655,1.76022,.0236351
2000,504713,,.1896401,.257895,3.473441,2.212147,.7353387,.0056427,13.32957,,.0117981
2008,510871,.0251346,.2357546,.3471678,-3.000111,4.091906,.6790795,.015247,11.74179,1.033022,.0015257
2005,510871,.0388025,.3039492,.4845862,-.9339398,2.973375,.6272346,.0101948,14.53147,1.549475,.0021523
2004,510871,.0075579,.3382783,.7030444,.179479,1.818374,.5237613,.0091773,13.26483,3.920782,.0018743
2010,510871,0,.1438321,.1850805,-1.627364,3.921815,.7771329,.0188287,12.65262,.2553403,.0013064
2009,510871,.0608695,.2613862,.4026357,-1.898378,2.913145,.6491877,.0148971,11.18242,.317422,.0016775
2006,510871,.0293809,.2868157,.4536956,.7734976,3.222478,.6321766,.0151103,12.34451,1.16772,.0016724
2007,510871,.0384088,.2612773,.4025476,-.0329969,3.598896,.6490594,.0166852,11.15284,.7737447,.0014904
2003,510871,.0111252,.3382783,.7030444,-.5301858,2.373848,.5409207,.0016954,13.22638,2.934493,.0016796
1994,511515,,.2102265,.2918467,3.305786,1.238409,.7203321,.0109423,14.40065,,.0041661
2014,517900,.0312079,.15182,.2066509,.188427,2.131287,.734669,.016406,8.809718,.7886929,.0024733
2010,517900,.0373943,.2506494,.3980587,-.0028795,3.63224,.6296794,.0162336,8.356224,1.043999,.0017631
2015,517900,.0245569,.1567917,.2139421,.2129362,2.148061,.7328698,.016635,9.063022,1.01606,.0024947
2011,517900,.1114346,.2591788,.4338145,-.0593626,3.776034,.5974416,.0162909,6.974493,.6762034,.0025127
2012,517900,.0357036,.0932524,.1216345,.2300728,3.585898,.7666602,.0154617,7.138401,.6056382,.0025496
2013,517900,.0248632,.1376478,.1903905,.2230521,2.545841,.7229761,.0141888,7.174833,.8028616,.0025491
1994,529060,.1634223,.0362085,.04021,4.232282,.0148282,.9004852,.0219796,15.79622,1.626046,.0018968
1995,529060,.0124832,.1208886,.1475679,4.897903,2.290388,.8192067,.0142841,16.69318,2.724582,.0020371
1995,536219,.0574121,.3382783,.7030444,3.821901,3.063364,.3050034,.0191697,18.34885,1.740472,.001739
2001,536219,.0152948,.3382783,.7030444,.610751,1.807873,.2661101,.0078449,18.34885,3.260151,.0030732
1998,536219,,.3382783,.7030444,2.720751,3.353353,.341297,.0119433,18.34885,,.0018266
1997,536219,.0420816,.3382783,.7030444,3.417829,2.315812,.2764052,.0156224,18.34885,2.974916,.0017806
2000,536219,.0227547,.3382783,.7030444,2.264908,2.609426,.2027497,.0051357,18.34885,3.978331,.0027766
1999,536219,.0271651,.3382783,.7030444,2.539358,1.432523,.2248764,.0063688,18.34885,3.926405,.0021177
2002,536219,.022866,.3382783,.7030444,.2163438,1.354279,.3090855,.0072776,18.34885,2.120309,.0031845
1996,536219,.0470704,.3382783,.7030444,2.734692,2.059358,.2485316,-.0129308,18.34885,2.559073,.0018008
2002,541101,.0413778,.1691658,.2274176,1.067852,.7237061,.7438556,-.004415,11.49708,2.602374,.0107762
1998,541101,.0516029,.1725235,.2344007,2.482347,2.170665,.7360193,-.0024245,10.93407,4.710343,.0111003
2007,541101,0,.1831039,.2476614,2.079567,.232617,.7393319,-.0061208,12.89255,1.900423,.0106029
2003,541101,.0204152,.2721787,.4281377,.9806003,.4875771,.6357269,-.0016004,10.85842,3.046317,.0119485
2010,541101,,.1410898,.1823734,.612101,2.228867,.7736314,.0013422,11.72625,,.0152407
1997,541101,.0719204,.1846145,.2539267,3.003928,.8892731,.7270383,.0012678,11.31898,4.321565,.0112534
2016,541101,,.0804074,.0973184,.7490622,2.1175,.8262299,-.0001242,10.71091,,.0153409
1996,541101,.1428522,.178686,.2401394,2.666982,2.176831,.7440926,.0054226,12.94979,2.592808,.0114444
2012,541101,,.0824697,.0972783,.4050903,3.042091,.847771,.0029174,14.33503,,.0195306
2000,541101,.0211671,.1558649,.2057899,3.587254,1.575401,.7573979,-.0064913,11.52908,4.710343,.01207
2001,541101,.043988,.2017705,.2820598,1.574643,.0023166,.7153466,-.0048928,12.06521,4.710343,.0121197
1999,541101,.0670197,.1476338,.1909755,3.178169,.3378783,.7730508,-.0028394,12.60789,4.710343,.0126172
2013,541101,,.0810211,.0950435,.333836,2.293222,.8524641,.0032903,15.03426,,.0201219
2015,541101,,.0836971,.0986687,.3979946,2.148061,.8482639,.0014659,14.69745,,.0199814
2005,541101,.0375352,.141799,.1864111,2.674769,-.1257304,.7606792,-.0054502,10.25412,2.486883,.0096616
2009,541101,,.1022554,.1252611,.7065492,1.428061,.8163384,.0025567,12.28408,,.0140484
2004,541101,.0263688,.2010341,.2827551,1.30751,.2385448,.710983,-.0012189,11.36585,2.799225,.0111382
2008,541101,,.1332622,.1648339,.3498806,1.559513,.8084637,-.0037712,17.16029,,.0161015
2014,541101,,.0866797,.1023967,.3386805,2.131287,.8465081,.0120329,14.96733,,.0195429
1995,541101,.0432708,.1976382,.2742243,2.800771,1.558895,.7207174,.0039556,12.24824,1.880651,.0099347
2011,541101,,.0962354,.1154091,.3354343,2.779632,.8338636,.0044027,14.30593,,.0196627
1994,541101,.0707686,.1764633,.2366706,2.653399,-.7034049,.7456073,.0068222,12.83214,1.297849,.0098234
2017,541101,,.069908,.0831726,1.424695,1.663061,.8405173,.0061486,11.16387,,.017061
2006,541101,.0499371,.1625326,.2208416,3.064228,-.4874153,.7359689,-.0033972,9.852362,2.566915,.0087027
1994,554008,.0150944,.0565902,.0677375,3.605127,.6121492,.8354329,.0185117,9.261241,1.051926,.0032383
1995,554008,,.0672829,.080564,3.762511,3.274958,.8351488,.0687819,10.24923,,.0030911
1995,556860,,.2049889,.3024473,2.952587,2.763167,.6777671,.0203519,8.529217,,.0018704
1994,556860,,.2133657,.3145363,2.825484,.3829193,.67835,.0215953,9.234949,,.0019268
2013,564605,,.3267178,.5837743,-.691067,2.879958,.5596646,.0110696,8.801457,,.0026189
2014,564605,,.3382783,.6472898,-.676514,2.595769,.5335712,.011146,8.260809,,.0023494
2012,564605,,.3112038,.5349032,-.7166156,3.910583,.5817947,.0110494,9.345658,,.0028073
2008,570231,.1634223,.2113969,.2886218,-1.722082,3.550107,.7324359,.1099995,17.80399,.3115701,.0021153
2005,570231,.034185,.1727069,.2376965,2.021947,2.534562,.7265856,.0120784,9.929745,1.901012,.0024073
2006,570231,.0393796,.1902314,.2661059,2.493005,3.103848,.714871,.0141461,10.53767,1.912382,.0023015
2004,570231,.0273198,.2820013,.4450417,1.144971,2.172771,.6336513,.0160032,11.85573,2.031826,.0022829
1999,570231,.0363213,.1950455,.2651735,2.186208,2.411984,.7355392,.0142233,14.40604,1.673109,.0019066
2002,570231,.0435876,.3296167,.5545636,.0474362,2.744842,.5943713,.0152868,13.1558,1.377349,.0022721
2000,570231,.0632501,.2336066,.3358372,2.113683,3.374414,.6955948,.0152203,14.12457,1.566753,.0019061
